"geological_age","age_min","age_max","age_unit"
"?",NULL,NULL,NULL
"~148",NULL,NULL,NULL
"~50 Ma (Eocene)",NULL,NULL,NULL
NULL,"23","28","Ma"
NULL,"23","28.4","Ma"
NULL,"23","33","Ma"
NULL,"23","33.9","Ma"
NULL,"23.1804","23.1804","Ma"
NULL,"23.2806","23.2806","Ma"
NULL,"23.33","23.33","Ma"
NULL,"23.38","23.38","Ma"
NULL,"23.7","25.5","million years (Ma)"
NULL,"23.89",NULL,"Ma"
NULL,"23.93","23.93","Ma"
NULL,"24","24","Ka"
NULL,"24","264","cal yr BP"
NULL,"24",NULL,"Ka"
NULL,"24.08","24.18","Ma"
NULL,"24.27","24.27","Ma"
NULL,"24.3",NULL,"Ma"
NULL,"24.5","27.5","million years (Ma)"
NULL,"24.65","24.65","Ma"
NULL,"25","37","ka"
NULL,"25.27","25.27","Ma"
NULL,"25.7","27.7","Ma"
NULL,"25.87","25.87","Ma"
NULL,"26","26","Ma"
NULL,"26",NULL,"Ma"
NULL,"26.18","26.18","Ma"
NULL,"26.6","67.2","1000 yrs"
NULL,"26.87","26.87","Ma"
NULL,"27.2","28.4","million years (Ma)"
NULL,"27.4","28.4","million years (Ma)"
NULL,"27.5","28.5","million years (Ma)"
NULL,"27.5",NULL,"Ma"
NULL,"27.8","28.8","million years (Ma)"
NULL,"28","28","million years (Ma)"
NULL,"28.1","28.1","million years (Ma)"
NULL,"28.2","28.2","Ma"
NULL,"28.3","28.3","million years (Ma)"
NULL,"28.4","33.9","Ma"
NULL,"28.5","30","million years (Ma)"
NULL,"28.6","28.6","Ma"
NULL,"28.64","28.64","Ma"
NULL,"28.74","28.8","million years (Ma)"
NULL,"29","29","million years (Ma)"
NULL,"29","34","Ma"
NULL,"29.38","29.38","Ma"
NULL,"29.4",NULL,"Ma"
NULL,"29.6","31",NULL
NULL,"29.86","29.86","Ma"
NULL,"30","30","Ma"
NULL,"30","30","million years (Ma)"
NULL,"30","35","Ma"
NULL,"30.1","30.1","Ma"
NULL,"30.56","30.56","Ma"
NULL,"30.62","30.62","Ma"
NULL,"30.7","33.1",NULL
NULL,"31","36","Ma"
NULL,"31.24","31.24","Ma"
NULL,"31.35","31.35","Ma"
NULL,"31.89","31.89","Ma"
NULL,"32","32.5","million years (Ma)"
NULL,"32.1",NULL,"Ma"
NULL,"32.5","33.75","million years (Ma)"
NULL,"32.7",NULL,NULL
NULL,"32.85","32.85","Ma"
NULL,"33","23","Ma"
NULL,"33","28","Ma"
NULL,"33","38","Ma"
NULL,"33","48","Ma"
NULL,"33","55","Ma"
NULL,"33","77","ka"
NULL,"33","256","cal yr BP"
NULL,"33.29","33.34",NULL
NULL,"33.5","33.5","Ma"
NULL,"33.5","35.5","million years (Ma)"
NULL,"33.72",NULL,NULL
NULL,"33.76","33.76","Ma"
NULL,"33.87",NULL,NULL
NULL,"33.9","37.2","Ma"
NULL,"33.9","55.8","Ma"
NULL,"33.91","33.91","Ma"
NULL,"34.03",NULL,NULL
NULL,"34.17","34.17","Ma"
NULL,"34.54","34.54","Ma"
NULL,"34.64","34.64","Ma"
NULL,"35.14","35.14","Ma"
NULL,"35.35","35.35","Ma"
NULL,"36","36","years"
NULL,"36","36",NULL
NULL,"36",NULL,"Ma"
NULL,"36.05","36.05","Ma"
NULL,"36.44","37.7","million years (Ma)"
NULL,"36.51","36.51","Ma"
NULL,"36.74","37.48","million years (Ma)"
NULL,"36.75","37.63","million years (Ma)"
NULL,"36.97","36.97","Ma"
NULL,"37","37",NULL
NULL,"37",NULL,"years"
NULL,"37.26","37.92","million years (Ma)"
NULL,"37.34","37.34","Ma"
NULL,"37.48","38.36","million years (Ma)"
NULL,"37.54","38.58","million years (Ma)"
NULL,"37.6",NULL,"Ma"
NULL,"38.22","39.22","million years (Ma)"
NULL,"38.94","39.84","million years (Ma)"
NULL,"39.15","39.15","Ma"
NULL,"39.19","40.05","million years (Ma)"
NULL,"39.25","39.25","Ma"
NULL,"40","33","Ma"
NULL,"40","70","Ka"
NULL,"40",NULL,"years"
NULL,"40.4","48.6","Ma"
NULL,"40.57","40.57","Ma"
NULL,"41.26","41.26","Ma"
NULL,"42.29","42.29","Ma"
NULL,"42.77","42.77","Ma"
NULL,"43","40","Ma"
NULL,"43","89","ka"
NULL,"43.68","43.68","Ma"
NULL,"43.94","43.94","Ma"
NULL,"44.02","44.02","Ma"
NULL,"45","45",NULL
NULL,"45",NULL,"years"
NULL,"45.5","45.5","Ma"
NULL,"46.17","46.17","Ma"
NULL,"46.32","46.32","Ma"
NULL,"46.92","46.92","Ma"
NULL,"47.09","47.09","Ma"
NULL,"47.4","47.4","Ma"
NULL,"47.72","47.72","Ma"
NULL,"48","40","Ma"
NULL,"48.88","48.88","Ma"
NULL,"48.95","48.95","Ma"
NULL,"49.21","49.21","Ma"
NULL,"49.72","49.72","Ma"
NULL,"50","52","yr"
NULL,"50","70","million years (Ma)"
NULL,"50",NULL,"years before present"
NULL,"50.02","50.02","Ma"
NULL,"50.8","50.8","Ma"
NULL,"50.9","50.9","Ma"
NULL,"50.94381690140842","50.94381690140842","Ma"
NULL,"51.02","51.02","Ma"
NULL,"51.31","51.31","Ma"
NULL,"51.76","51.76","Ma"
NULL,"52.11","52.11","Ma"
NULL,"52.15","52.15","Ma"
NULL,"52.28","52.28","Ma"
NULL,"52.34","52.34","Ma"
NULL,"52.34029770992355","52.34029770992355","Ma"
NULL,"52.56","52.56","Ma"
NULL,"52.63036129032254","52.63036129032254","Ma"
NULL,"52.69","52.69","Ma"
NULL,"53.14828602150543","53.14828602150543","Ma"
NULL,"53.15","53.15","Ma"
NULL,"53.26","53.26","Ma"
NULL,"53.33","53.33","Ma"
NULL,"53.42","53.42","Ma"
NULL,"53.42569832402229","53.42569832402229","Ma"
NULL,"53.52","53.52","Ma"
NULL,"53.53463687150837","53.53463687150837","Ma"
NULL,"53.6","53.6","Ma"
NULL,"53.62","53.62","Ma"
NULL,"53.63","53.63","Ma"
NULL,"53.66536312849168","53.66536312849168","Ma"
NULL,"53.67","53.67","Ma"
NULL,"53.72","53.72","Ma"
NULL,"53.74880382775113","53.74880382775113","Ma"
NULL,"53.8","53.8","Ma"
NULL,"53.82","53.82","Ma"
NULL,"53.88564593301446","53.88564593301446","Ma"
NULL,"53.8928229665073","53.8928229665073","Ma"
NULL,"54","76","1000 yrs"
NULL,"54","82","Ka"
NULL,"54.01526538849645","54.01526538849645","Ma"
NULL,"54.08","54.08","Ma"
NULL,"54.29","54.29","Ma"
NULL,"54.38","54.38","Ma"
NULL,"54.65","54.65","Ma"
NULL,"54.8","54.8","Ma"
NULL,"55","40","Ma"
NULL,"55","65","Ma"
NULL,"55","65",NULL
NULL,"55.28","55.28","Ma"
NULL,"55.32","55.32","Ma"
NULL,"55.35","55.35","Ma"
NULL,"55.38","55.38","Ma"
NULL,"55.48","55.48","Ma"
NULL,"55.74020181634715","55.74020181634715","Ma"
NULL,"55.8","61.7","Ma"
NULL,"55.8","65.5","Ma"
NULL,"56","56","a"
NULL,"56.11","56.11","Ma"
NULL,"56.21","56.21","Ma"
NULL,"56.21175384615437","56.21175384615437","Ma"
NULL,"56.52","56.52","Ma"
NULL,"57","57","years"
NULL,"57.58","57.58","Ma"
NULL,"58","48","Ma"
NULL,"58","55","Ma"
NULL,"58","62","million years (Ma)"
NULL,"58",NULL,"years"
NULL,"58.86","58.86","Ma"
NULL,"59.36","59.36","Ma"
NULL,"59.78","59.78","Ma"
NULL,"60","60",NULL
NULL,"60",NULL,"years"
NULL,"60.22","60.22","Ma"
NULL,"60.41","60.41","Ma"
NULL,"61.57","61.57","Ma"
NULL,"62","80","1000 yrs"
NULL,"62","126","ka"
NULL,"63.62","63.62","Ma"
NULL,"65","65",NULL
NULL,"65","99","Ma"
NULL,"65","145","Ma"
NULL,"65","170","Ka"
NULL,"65","199","Ma"
NULL,"65",NULL,"years"
NULL,"65.5","70.8","Ma"
NULL,"65.5","99.6","Ma"
NULL,"65.5","112","Ma"
NULL,"65.5","201","Ma"
NULL,"65.5","251","Ma"
NULL,"65.7","65.7","Ma"
NULL,"65.87","65.87","Ma"
NULL,"66.21","66.21","Ma"
NULL,"67","100","Ma"
NULL,"69.15","69.15","Ma"
NULL,"70","71","million years (Ma)"
NULL,"70","82","1000 yrs"
NULL,"70","83","Ma"
NULL,"70","640",NULL
NULL,"70.6","99.6","Ma"
NULL,"71.48","71.48","Ma"
NULL,"74","176","ka"
NULL,"74.2","75.9","Ma"
NULL,"75.9","77","Ma"
NULL,"76.08","76.08","Ma"
NULL,"77","77",NULL
NULL,"77",NULL,"years"
NULL,"78","78","years"
NULL,"78","360","Ma"
NULL,"79","79","years"
NULL,"80","95",NULL
NULL,"80.1","80.5","Ma"
NULL,"80.5","85.1","million years (Ma)"
NULL,"81.9","86.7","million years (Ma)"
NULL,"83.5","65.5","Ma"
NULL,"83.5","99.6","Ma"
NULL,"84","84","a"
NULL,"84","84",NULL
NULL,"84",NULL,"years"
NULL,"84.1","86.5","million years (Ma)"
NULL,"84.3","85.99","million years (Ma)"
NULL,"85","95","million years (Ma)"
NULL,"86.9","89.3","million years (Ma)"
NULL,"87.3","89.9","million years (Ma)"
NULL,"89","95","years"
NULL,"89.3","93.5","Ma"
NULL,"89.3","99.6","Ma"
NULL,"89.8","93.9","million years (Ma)"
NULL,"92","96.2","million years (Ma)"
NULL,"93.5","99.6","Ma"
NULL,"93.5","112","Ma"
NULL,"95",NULL,NULL
NULL,"96",NULL,"years"
NULL,"97",NULL,"years"
NULL,"97.22","98.68","million years (Ma)"
NULL,"97.9","99.42","Ma"
NULL,"97.9","99.42","million years (Ma)"
NULL,"98","98",NULL
NULL,"98",NULL,"years"
NULL,"98.4",NULL,NULL
NULL,"99","145","Ma"
NULL,"99","176","Ma"
NULL,"99.5","145.5","Ma"
NULL,"99.6","112","Ma"
NULL,"99.6","125","Ma"
NULL,"99.6","145.5","Ma"
NULL,"99.6","235","Ma"
NULL,"100","100",NULL
NULL,"100","146","Ma"
NULL,"100","220","1000 yrs"
NULL,"100",NULL,"Ma"
NULL,"100",NULL,"years"
NULL,"101.8","104.2","million years (Ma)"
NULL,"102.5",NULL,NULL
NULL,"103.5","107.9","million years (Ma)"
NULL,"108",NULL,NULL
NULL,"110",NULL,"years"
NULL,"114",NULL,NULL
NULL,"115",NULL,NULL
NULL,"118","122","Ma"
NULL,"120","120",NULL
NULL,"120",NULL,"years"
NULL,"125","145","Ma"
NULL,"125",NULL,"years"
NULL,"125",NULL,NULL
NULL,"126.6",NULL,NULL
NULL,"129.5","149.5","million years (Ma)"
NULL,"130","280","Ka"
NULL,"130.1",NULL,NULL
NULL,"130.9",NULL,NULL
NULL,"131.9",NULL,NULL
NULL,"132.1",NULL,NULL
NULL,"132.5",NULL,NULL
NULL,"135.6",NULL,NULL
NULL,"137.5","139.5","million years (Ma)"
NULL,"138.7",NULL,NULL
NULL,"139.5",NULL,NULL
NULL,"140",NULL,"million years (Ma)"
NULL,"143.5",NULL,NULL
NULL,"144",NULL,"years"
NULL,"145","145","years"
NULL,"145","160","Ma"
NULL,"145","161","Ma"
NULL,"145","176","Ma"
NULL,"145","201","Ma"
NULL,"145",NULL,NULL
NULL,"145.5","161","Ma"
NULL,"145.5","201.6","Ma"
NULL,"147","151","million years (Ma)"
NULL,"150","165","Ma"
NULL,"150",NULL,NULL
NULL,"150.5",NULL,NULL
NULL,"155","306","cal yr BP"
NULL,"156","172","million years (Ma)"
NULL,"156","188","1000 yrs"
NULL,"157",NULL,"million years (Ma)"
NULL,"160","176","million years (Ma)"
NULL,"161","176","Ma"
NULL,"162","184","1000 yrs"
NULL,"163","174","million years (Ma)"
NULL,"164","175","Ma"
NULL,"164",NULL,"years"
NULL,"175","175",NULL
NULL,"175","183","Ma"
NULL,"175","345","AD years"
NULL,"176","161","Ma"
NULL,"176","201","Ma"
NULL,"176",NULL,"years"
NULL,"179","179",NULL
NULL,"179",NULL,"years"
NULL,"180",NULL,"million years (Ma)"
NULL,"183","189","Ma"
NULL,"192",NULL,"years before present"
NULL,"194","199","million years (Ma)"
NULL,"200","201",NULL
NULL,"200","210","million years (Ma)"
NULL,"201","206","million years (Ma)"
NULL,"201","228","Ma"
NULL,"201","235","Ma"
NULL,"201","251","Ma"
NULL,"201","359","Ma"
NULL,"201",NULL,"million years (Ma)"
NULL,"201.6","235","Ma"
NULL,"201.8","235","Ma"
NULL,"204","228","Ma"
NULL,"205","216","Ma"
NULL,"215",NULL,NULL
NULL,"215.8","229.8","Ma"
NULL,"216","228","Ma"
NULL,"216.5","231.5","Ma"
NULL,"220.2","234.6","Ma"
NULL,"220.4","234.6",NULL
NULL,"224","238.4","Ma"
NULL,"225",NULL,"Ka"
NULL,"225.7","240.1","Ma"
NULL,"226.9","240.7","Ma"
NULL,"226.9","241.5","Ma"
NULL,"228","235","Ma"
NULL,"229","229","years"
NULL,"229",NULL,"years"
NULL,"229.4","243.2","Ma"
NULL,"229.4","243.4","Ma"
NULL,"229.78418820367","243.61581179633","Ma"
NULL,"230.1","244.3","Ma"
NULL,"232.2","246","Ma"
NULL,"232.3","247.1","Ma"
NULL,"232.8","246.8","Ma"
NULL,"235","245","Ma"
NULL,"235","249.2","Ma"
NULL,"235","251","Ma"
NULL,"236",NULL,"years before present"
NULL,"236.8","250.8","Ma"
NULL,"240","340","Ka"
NULL,"241",NULL,"years before present"
NULL,"245","251","Ma"
NULL,"249.4","264.6","Ma"
NULL,"251","26","Ma"
NULL,"251","251","years"
NULL,"251","260","Ma"
NULL,"251","299","Ma"
NULL,"251","359","Ma"
NULL,"251","488","Ma"
NULL,"251","542","Ma"
NULL,"255",NULL,"Ka"
NULL,"256","256","years"
NULL,"260","270","Ma"
NULL,"270","280","Ma"
NULL,"271","295","1000 yrs"
NULL,"271","299","Ma"
NULL,"280","284","Ma"
NULL,"284","299","Ma"
NULL,"292","292","yr"
NULL,"295","300","million years (Ma)"
NULL,"299","318","Ma"
NULL,"299","359","Ma"
NULL,"299","416","Ma"
NULL,"299","444","Ma"
NULL,"299","488","Ma"
NULL,"300","306","Ma"
NULL,"300","500","Ka"
NULL,"303",NULL,"Ma"
NULL,"304","312","Ma"
NULL,"306","318","Ma"
NULL,"307","307","years"
NULL,"309","300","million years (Ma)"
NULL,"310","330","Ma"
NULL,"310","350","1000 yrs"
NULL,"310",NULL,"years before present"
NULL,"312","318","Ma"
NULL,"312","326","Ma"
NULL,"312","330","Ma"
NULL,"313","315","Ma"
NULL,"313","318","Ma"
NULL,"314","334","Ma"
NULL,"316","319","Ma"
NULL,"318","326","Ma"
NULL,"318","345","Ma"
NULL,"318","359","Ma"
NULL,"320","324","Ma"
NULL,"320","339","Ma"
NULL,"320","350","Ma"
NULL,"320.7","334.7","Ma"
NULL,"322","335.8","Ma"
NULL,"322.4","335.8","Ma"
NULL,"325","498","cal yrs BP"
NULL,"336.76","337.5","Ma"
NULL,"337","395","Ma"
NULL,"337.1","352.1","Ma"
NULL,"340","440","million years (Ma)"
NULL,"341.6","357","Ma"
NULL,"342","458","ka"
NULL,"342","458",NULL
NULL,"343","343","Ma"
NULL,"343.6","359.6","Ma"
NULL,"344","344","Ma"
NULL,"344.5","359.3","Ma"
NULL,"344.7","359.3","Ma"
NULL,"344.9","359.9","Ma"
NULL,"345","374","Ma"
NULL,"347.9","362.3","Ma"
NULL,"349","359","Ma"
NULL,"350.3","364.5","Ma"
NULL,"351.6","366.8","Ma"
NULL,"356.2","370.4","Ma"
NULL,"359","374","Ma"
NULL,"359","385","Ma"
NULL,"359","398","Ma"
NULL,"359","416","Ma"
NULL,"359","444","Ma"
NULL,"359","542","Ma"
NULL,"360","400","1000 yrs"
NULL,"369",NULL,"years before present"
NULL,"374","385","Ma"
NULL,"375","385","Ma"
NULL,"375","645","AD years"
NULL,"376","376","years"
NULL,"382",NULL,"years before present"
NULL,"385","392","Ma"
NULL,"385","398","Ma"
NULL,"385","416","Ma"
NULL,"387.7","404","Ma"
NULL,"392","398","Ma"
NULL,"392","407","Ma"
NULL,"398","416","Ma"
NULL,"400",NULL,"Ma"
NULL,"404","410.8","Ma"
NULL,"405","405","Ma"
NULL,"406",NULL,"years before present"
NULL,"407","411","Ma"
NULL,"409","437","million years (Ma)"
NULL,"410","443","Ma"
NULL,"411","416","Ma"
NULL,"411","457","million years (Ma)"
NULL,"413",NULL,NULL
NULL,"415","419.2","Ma"
NULL,"415","430","million years (Ma)"
NULL,"415.5","418.1","Ma"
NULL,"416","488","Ma"
NULL,"420","430","Ma"
NULL,"424","424",NULL
NULL,"430","440","Ma"
NULL,"431","433","million years (Ma)"
NULL,"432","447","million years (Ma)"
NULL,"440","450","Ma"
NULL,"442","459","million years (Ma)"
NULL,"444","461","Ma"
NULL,"444","472","Ma"
NULL,"444","485","Ma"
NULL,"444","488","Ma"
NULL,"444","542","Ma"
NULL,"446","500","Ma"
NULL,"446",NULL,"million years (Ma)"
NULL,"446.4","467.2","Ma"
NULL,"450","460","Ma"
NULL,"450","510","ka"
NULL,"450",NULL,NULL
NULL,"455","473","Ma"
NULL,"458",NULL,"years before present"
NULL,"460",NULL,"million years (Ma)"
NULL,"461","472","Ma"
NULL,"461","488","Ma"
NULL,"461.6","473.6","Ma"
NULL,"462.3","472.3","Ma"
NULL,"465",NULL,NULL
NULL,"472","488","Ma"
NULL,"480",NULL,"million years (Ma)"
NULL,"481.64","487.64","Ma"
NULL,"484","484","years"
NULL,"485","497","Ma"
NULL,"485","541","Ma"
NULL,"485","1000","Ma"
NULL,"486","513","Ma"
NULL,"488","501","Ma"
NULL,"488","521","Ma"
NULL,"488","542","Ma"
NULL,"496","521","Ma"
NULL,"500","900",NULL
NULL,"500",NULL,"Ma"
NULL,"501","521","Ma"
NULL,"503","521","Ma"
NULL,"503","542","Ma"
NULL,"520","540",NULL
NULL,"521","542","Ma"
NULL,"521","1000","Ma"
NULL,"530","590","ka"
NULL,"532",NULL,"years before present"
NULL,"535","542","Ma"
NULL,"540","542","Ma"
NULL,"541","1000","Ma"
NULL,"541","2500","Ma"
NULL,"542","550","Ma"
NULL,"542","630","Ma"
NULL,"542","1000","Ma"
NULL,"542","1000",NULL
NULL,"542","1600","Ma"
NULL,"542","2500","Ma"
NULL,"542","3850","Ma"
NULL,"542","4500","Ma"
NULL,"545","555","Ma"
NULL,"550","550","years"
NULL,"552.56",NULL,"million years (Ma)"
NULL,"561",NULL,"years before present"
NULL,"563","668","cal yrs BP"
NULL,"565","570","Ma"
NULL,"570",NULL,"Ma"
NULL,"575","580","Ma"
NULL,"582.4",NULL,"million years (Ma)"
NULL,"595","605","Ma"
NULL,"600",NULL,"Ma"
NULL,"614",NULL,"Ma"
NULL,"615",NULL,NULL
NULL,"630","640","ka"
NULL,"630","640",NULL
NULL,"630","850","Ma"
NULL,"630","1200","ka"
NULL,"630","1600","Ka"
NULL,"635",NULL,"years before present"
NULL,"672",NULL,"years before present"
NULL,"709",NULL,"years before present"
NULL,"722",NULL,"years before present"
NULL,"730.8","731.2","Ma"
NULL,"760","800","ka"
NULL,"783",NULL,"years before present"
NULL,"827",NULL,NULL
NULL,"850","970","ka"
NULL,"857",NULL,"years before present"
NULL,"860","920","years"
NULL,"860","960","ka"
NULL,"890","930","ka"
NULL,"920","980","ka"
NULL,"931",NULL,"years before present"
NULL,"940","1060","ka"
NULL,"946","946","years"
NULL,"950","1010","ka"
NULL,"950","1500","million years (Ma)"
NULL,"965","1025","years"
NULL,"973","1177","cal yrs BP"
NULL,"973","1539",NULL
NULL,"985","1045","years"
NULL,"1000","1600","Ma"
NULL,"1000",NULL,"years"
NULL,"1005",NULL,"years before present"
NULL,"1037","1450",NULL
NULL,"1041","1049","years"
NULL,"1043",NULL,"years"
NULL,"1050","1090","ka"
NULL,"1060","1100","ka"
NULL,"1060","1120","ka"
NULL,"1064.8","1066","Ma"
NULL,"1070","1130","ka"
NULL,"1079",NULL,"years before present"
NULL,"1083","1100","Ma"
NULL,"1083","1100","million years (Ma)"
NULL,"1083","1100",NULL
NULL,"1085","1100","Ma"
NULL,"1090","1090","million years (Ma)"
NULL,"1090","1100","Ma"
NULL,"1100","1100",NULL
NULL,"1110","1290","ka"
NULL,"1133","1181","years"
NULL,"1133",NULL,"years before present"
NULL,"1140","1220","ka"
NULL,"1151",NULL,"years before present"
NULL,"1160","1280","ka"
NULL,"1181","1359","years"
NULL,"1190","1330","ka"
NULL,"1200",NULL,"Ka"
NULL,"1214",NULL,"years before present"
NULL,"1215",NULL,"years before present"
NULL,"1230","1270","ka"
NULL,"1240","1280","ka"
NULL,"1267",NULL,"years before present"
NULL,"1270","1330","ka"
NULL,"1270","1390","ka"
NULL,"1282",NULL,"years"
NULL,"1328",NULL,"years before present"
NULL,"1329","1400","years"
NULL,"1330",NULL,"years"
NULL,"1331",NULL,"years before present"
NULL,"1336","1372","years"
NULL,"1336",NULL,"years"
NULL,"1347",NULL,"years before present"
NULL,"1354","1400","years"
NULL,"1357","1375","years"
NULL,"1360","1440","ka"
NULL,"1380",NULL,"Ma"
NULL,"1396",NULL,"years before present"
NULL,"1405","1530","cal yrs BP"
NULL,"1412",NULL,"years before present"
NULL,"1420","1520","ka"
NULL,"1430",NULL,NULL
NULL,"1440","1480","ka"
NULL,"1458","1460","years"
NULL,"1460",NULL,"years before present"
NULL,"1484.7","1719.9",NULL
NULL,"1525","1688","cal yrs BP"
NULL,"1525",NULL,"years before present"
NULL,"1589",NULL,"years before present"
NULL,"1600","1800","Ma"
NULL,"1600","2500","Ma"
NULL,"1654",NULL,"years before present"
NULL,"1659",NULL,"AD years"
NULL,"1680",NULL,"AD years"
NULL,"1684",NULL,"years before present"
NULL,"1694","1957","yrs CE"
NULL,"1699",NULL,"AD years"
NULL,"1722",NULL,"AD years"
NULL,"1723",NULL,"AD years"
NULL,"1731",NULL,"years before present"
NULL,"1745",NULL,NULL
NULL,"1770",NULL,"years before present"
NULL,"1772",NULL,"AD years"
NULL,"1780","1860","million years (Ma)"
NULL,"1793",NULL,"AD years"
NULL,"1800","2050","Ma"
NULL,"1800","2300","Ma"
NULL,"1820",NULL,"years before present"
NULL,"1835",NULL,"AD years"
NULL,"1844",NULL,"AD years"
NULL,"1846","1846","AD"
NULL,"1846","1846",NULL
NULL,"1855",NULL,"AD years"
NULL,"1856",NULL,"AD years"
NULL,"1880",NULL,"AD years"
NULL,"1891","1898","years"
NULL,"1902",NULL,"AD years"
NULL,"1904",NULL,"AD years"
NULL,"1905",NULL,"AD years"
NULL,"1907","2148",NULL
NULL,"1907",NULL,"years before present"
NULL,"1909",NULL,"years before present"
NULL,"1914","1921","years"
NULL,"1917",NULL,"AD years"
NULL,"1920",NULL,"AD years"
NULL,"1923","1928","years"
NULL,"1923",NULL,"AD years"
NULL,"1925","1985","years"
NULL,"1927",NULL,"AD years"
NULL,"1929","1938","years"
NULL,"1930","2017","years"
NULL,"1932","1932","AD"
NULL,"1933",NULL,"AD years"
NULL,"1939",NULL,"AD years"
NULL,"1946",NULL,"AD years"
NULL,"1947",NULL,"AD years"
NULL,"1951","1963","years"
NULL,"1951",NULL,NULL
NULL,"1954",NULL,"AD years"
NULL,"1955","1957","yrs CE"
NULL,"1956","2009","yrs CE"
NULL,"1957",NULL,"AD years"
NULL,"1958","1988","yrs CE"
NULL,"1959","1972","years"
NULL,"1960",NULL,"AD years"
NULL,"1961",NULL,"AD years"
NULL,"1963","1965","AD years"
NULL,"1966",NULL,"AD years"
NULL,"1968",NULL,"AD years"
NULL,"1971",NULL,"AD years"
NULL,"1971",NULL,NULL
NULL,"1973",NULL,"AD years"
NULL,"1975",NULL,"AD years"
NULL,"1975",NULL,NULL
NULL,"1976",NULL,"AD years"
NULL,"1977",NULL,"AD years"
NULL,"1978","1991","years"
NULL,"1982","2012","years"
NULL,"1982",NULL,"AD years"
NULL,"1985",NULL,"AD years"
NULL,"1988","2003","years"
NULL,"1989",NULL,"years"
NULL,"1991",NULL,"years"
NULL,"1991",NULL,NULL
NULL,"1992",NULL,"AD years"
NULL,"1995",NULL,"AD years"
NULL,"1996","2005","years"
NULL,"1996","2006","years"
NULL,"1997",NULL,"AD years"
NULL,"1997",NULL,"Historical"
NULL,"1998",NULL,"years before present"
NULL,"1999",NULL,"AD years"
NULL,"2000","180000","years"
NULL,"2006.625","2016.875","years"
NULL,"2008","2017","years"
NULL,"2010","2012","years"
NULL,"2011","2018","years"
NULL,"2011.708","2016.708","years"
NULL,"2012.292","2016.875","years"
NULL,"2012.452","2016.375","years"
NULL,"2012.458","2015.875","years"
NULL,"2019",NULL,"years"
NULL,"2050","2050","years"
NULL,"2070","2130","years"
NULL,"2074",NULL,"years before present"
NULL,"2080","2140","years"
NULL,"2087",NULL,"years before present"
NULL,"2090","2150","years"
NULL,"2095","2155","years"
NULL,"2100","2160","years"
NULL,"2105","2165","years"
NULL,"2110","2170","years"
NULL,"2115","2175","years"
NULL,"2120","2180","years"
NULL,"2121","2304","cal yrs BP"
NULL,"2140","2200","years"
NULL,"2150","2210","years"
NULL,"2171",NULL,"years before present"
NULL,"2175","2235","years"
NULL,"2177",NULL,"years before present"
NULL,"2180","2240","years"
NULL,"2195","2255","years"
NULL,"2266",NULL,"years before present"
NULL,"2280",NULL,NULL
NULL,"2290",NULL,NULL
NULL,"2310","2630","ka"
NULL,"2355",NULL,"years before present"
NULL,"2360","2410","years"
NULL,"2360","2697","cal yrs BP"
NULL,"2400","2820","ka"
NULL,"2420","2580","Ma"
NULL,"2500","2500","years"
NULL,"2630",NULL,NULL
NULL,"2649","2649","million years (Ma)"
NULL,"2667","2667","million years (Ma)"
NULL,"2668","2668","million years (Ma)"
NULL,"2669","2669","million years (Ma)"
NULL,"2673","2673","million years (Ma)"
NULL,"2700","2800","Ma"
NULL,"2700",NULL,"million years (Ma)"
NULL,"2712",NULL,"years before present"
NULL,"2752",NULL,"years before present"
NULL,"2757","2849","cal yrs BP"
NULL,"2776","2863","cal yrs BP"
NULL,"2793.8","2793.8","Thousand years (ka)"
NULL,"2796.3","2796.3","Thousand years (ka)"
NULL,"2799.1","2799.1","Thousand years (ka)"
NULL,"2800","3850","Ma"
NULL,"2802.4","2802.4","Thousand years (ka)"
NULL,"2805.5","2805.5","Thousand years (ka)"
NULL,"2807.8","2807.8","Thousand years (ka)"
NULL,"2809.3","2809.3","Thousand years (ka)"
NULL,"2809.7","2809.7","Thousand years (ka)"
NULL,"2811.3","2811.3","Thousand years (ka)"
NULL,"2811.5","2811.5","Thousand years (ka)"
NULL,"2815.3","2815.3","Thousand years (ka)"
NULL,"2817.5","2817.5","Thousand years (ka)"
NULL,"2817.7","2817.7","Thousand years (ka)"
NULL,"2818.2","2818.2","Thousand years (ka)"
NULL,"2820.2","2820.2","Thousand years (ka)"
NULL,"2822.2","2822.2","Thousand years (ka)"
NULL,"2824.1","2824.1","Thousand years (ka)"
NULL,"2826.1","2826.1","Thousand years (ka)"
NULL,"2828.1","2828.1","Thousand years (ka)"
NULL,"2830.1","2830.1","Thousand years (ka)"
NULL,"2830.3","2830.3","Thousand years (ka)"
NULL,"2831","2831","Thousand years (ka)"
NULL,"2834.5","2834.5","Thousand years (ka)"
NULL,"2836.1","2836.1","Thousand years (ka)"
NULL,"2838","2838","Thousand years (ka)"
NULL,"2839",NULL,"years before present"
NULL,"2840.1","2840.1","Thousand years (ka)"
NULL,"2842.5","2842.5","Thousand years (ka)"
NULL,"2843.8","2843.8","Thousand years (ka)"
NULL,"2845.1","2845.1","Thousand years (ka)"
NULL,"2846.1","2846.1","Thousand years (ka)"
NULL,"2848","2848","Thousand years (ka)"
NULL,"2850","2850","Thousand years (ka)"
NULL,"2852","2852","Thousand years (ka)"
NULL,"2854.2","2854.2","Thousand years (ka)"
