classification_id,material_id,classification_label,label,description,material_role_id
1,1,Rock,Rock or non-consolidated Earth material,"Material is rock, sediment, or other non-consolidated igneous or composite gensis material.",
2,2,Mineral,Mineral,"Material consists of a single mineral or mineraloid phase. -A mineral is an element or chemical compound that is normally crystalline and that has been formed as a result of geological processes.- (Nickel, Ernest H. (1995), The definition of a mineral, The Canadian Mineralogist. 33 (3): 689–90). Include mineraloids. A material primarily composed of some substance that is naturally occurring, solid and stable at room temperature, representable by a chemical formula, usually abiogenic, and that has an ordered atomic structure. (http://purl.obolibrary.org/obo/ENVO_01000256). The identity of a mineral species is defined by a crystal structure and a chemical composition that might include various specific elemental substitutions in that structure. Mineraloid: A naturally occurring mineral-like substance that does not demonstrate crystallinity. Mineraloids possess chemical compositions that vary beyond the generally accepted ranges for specific minerals. Examples: obsidian, Opal. (https://en.wikipedia.org/wiki/Mineraloid)",
3,5138,Xenolithic>Metamorphic,Metamorphic Rock,"Rock formed by solid-state mineralogical, chemical and/or structural changes to a pre-existing rock, in response to marked changes in temperature, pressure, shearing stress and chemical environment. ",10
4,5031,Xenolithic>Metamorphic>Calc-Silicate,Metamorphic Rock>Calc-Silicate,"metamorphic rock containing abundant calcium-silicate minerals.  Overlaps into metasomatic rocks because of high mobility of Ca carbonates. Typically rich in epidote, diopside, tremolite, calcic-amphibole, talc, with quartz and calcite. Might be gneiss or granofels; lower metamorphic grade than granulite.",10
5,5066,Xenolithic>Metamorphic>Eclogite,Metamorphic Rock>Eclogite,"Metamorphic rock composed of 75 percent or more (by volume) omphacite and garnet, both of which are present as major constituents, the amount of neither of them being higher than 75 percent (by volume); the presence of plagioclase precludes classification as an eclogite. ",10
6,5092,Xenolithic>Metamorphic>Gneiss,Metamorphic Rock>Gneiss,"Foliated metamorphic rock with bands or lenticles rich in granular minerals alternating with bands or lenticles rich in minerals with a flaky or elongate prismatic habit. Mylonitic foliation or well developed, continuous schistosity (greater than 50 percent of the rock consists of grains participate in a planar or linear fabric) precludes classification with this concept. ",10
7,5097,Xenolithic>Metamorphic>Granofels,Metamorphic Rock>Granofels,Metamorphic rock with granoblastic fabric and very little or no foliation (less than 10 percent of the mineral grains in the rock are elements in a planar or linear fabric). Grainsize not specified. ,10
8,5098,Xenolithic>Metamorphic>Granulite,Metamorphic Rock>Granulite,"Metamorphic rock of high metamorphic grade in which Fe-Mg silicate minerals are dominantly hydroxl-free; feldspar must be present, and muscovite is absent; rock contains less than 90 percent mafic minerals, less than 75 percent calcite and/or dolomite, less than 75 percent quartz, less than 50 percent iron-bearing minerals (hematite, magnetite, limonite-group, siderite, iron-sulfides), and less than 50 percent calc-silicate minerals. ",10
9,5071,Xenolithic>Metamorphic>MechanicallyBroken,Fault-related material,"this could be impact related, cataclastic series, or breccia gouge series.",10
10,5134,Xenolithic>Metamorphic>Meta-Carbonate,Metamorphic Rock>Marble,"Metamorphic rock consisting of greater than 75 percent fine- to coarse-grained recrystallized calcite and/or dolomite; usually with a granoblastic, saccharoidal texture.",10
11,5142,Xenolithic>Metamorphic>Metasomatic,Metamorphic Rock>Metasomatic,"Rock that has fabric and composition indicating open-system mineralogical and chemical changes in response to interaction with a fluid phase, typically water rich.",10
12,5139,Xenolithic>Metamorphic>Meta-Ultramafic,Metamorphic Rock>Meta-Ultramafic,Metamorphic rock with a protolith that is a ultramafic rock.,10
13,5199,Xenolithic>Metamorphic>Schist,Metamorphic Rock>Schist,"Foliated phaneritic metamorphic rock with well developed, continuous schistosity, meaning that greater than 50 percent of the rock by volume is mineral grains with a thin tabular, lamellar, or acicular prismatic crystallographic habit that are oriented in a continuous planar or linear fabric. ",10
14,5212,Xenolithic>Metamorphic>Slate,Metamorphic Rock>Slate,"compact, fine grained rock with an average grain size less than 0.032 millimeter and a well developed schistosity (slaty cleavage), and hence can be split into slabs or thin plates.",10
15,3,Unknown,any material,Unknown,
16,5108,Sedimentary>Hybrid,Sedimentary material>Hybrid,Sediment or sedimentary rock that does not fit any of the other composition/genesis categories. Sedimentary rock consisting of three or more components which form more than 5 percent but less than 50 precent of the material. [note uri mapping is to rock],
17,5047,Sedimentary>Siliciclastic,Sedimentary material>Clastic ,"Sedimentary material of unspecified consolidation state in which at least 50 percent of the constituent particles were derived from erosion, weathering, or mass-wasting of pre-existing earth materials, and transported to the place of deposition by mechanical agents such as water, wind, ice and gravity.  [Note this class is broader than legacy SESAR Sedimentary>Siliciclastic class]",
18,5202,Sedimentary>MixedCarbAndOrSiliciclastic,Sedimentary material,"Sedimentary>MixedCarbAndOrSiliciclastic.   Intention is unclear, 44 instances in data, some carbonate, some clastic; these should be reclassified.",
19,5088,Sedimentary>ConglomerateAndOrBreccia,Sedimentary rock>Conglomerate,Sedimentary rock composed of at least 30 percent rounded to subangular fragments larger than 2 mm in diameter; typically contains finer grained material in interstices between larger fragments. ,
20,5041,Sedimentary>Carbonate,Sedimentary material>Carbonate,"Sedimentary material in which at least 50 percent of the primary and/or recrystallized constituents are composed of one (or more) of the carbonate minerals calcite, aragonite and dolomite, in particles of intrabasinal origin. ",
21,5067,Sedimentary>Evaporite,Sedimentary material>Evaporite,"Nonclastic sedimentary rock composed of at least 50 percent non-carbonate salts, including chloride, sulfate or borate minerals; formed through precipitation of mineral salts from a saline solution (non-carbonate salt rock). ",
22,5156,Sedimentary>SiliceousBiogenic,Sedimentary material>Biogenic siliceous,"Sedimentary material that consists of at least 50 percent silicate mineral material, deposited directly by chemical or biological processes at the depositional surface, or in particles formed by chemical or biological processes within the basin of deposition.",
23,5222,Sedimentary>Volcaniclastic,Sedimentary material>Volcaniclastic (tuffite),Rock consists of more than 50 percent particles of indeterminate pyroclastic or epiclastic origin and less than 75 percent particles of clearly pyroclastic origin. commonly the rock is laminated or exhibits size grading. (based on LeMaitre et al. 2002; Murawski and Meyer 1998).,
24,5202,Sedimentary>GlacialAndOrPaleosol,Sedimentary material,"not a lithology term; 29 instances, random field names, should be reclassified",
25,5123,Sedimentary>Ironstone,Sedimentary material>Iron rich,"Sedimentary material of unspecified consolidation state that consists of at least 50 percent iron-bearing minerals (hematite, magnetite, limonite-group, siderite, iron-sulfides), as determined by hand-lens or petrographic analysis. Corresponds to a rock typically containing at least 15 percent iron by weight. ",
26,5176,Sedimentary>Phosphorite,Sedimentary material>Phosphorite,"Sedimentary rock in which at least 50 percent of the primary or recrystallized constituents are phosphate minerals. Most commonly occurs as a bedded primary or reworked secondary marine rock, composed of microcrystalline carbonate fluorapatite in the form of lamina, pellets, oolites and nodules, and skeletal, shell and bone fragments. ",
27,5132,Sedimentary>MnNoduleAndOrCrust,Sedimentary material>Manganese rich,"Sedimentary material of unspecified consolidation state that consists of at least 50 percent manganese-bearing minerals, as determined by hand-lens or petrographic analysis. Manganese-rich nodules and crusts found on the sea floor.",
28,5191,Xenolithic,Rock,"Consolidated aggregate of one or more EarthMaterials, or a body of undifferentiated mineral matter, or of solid organic material. Includes mineral aggregates such as granite, shale, marble; glassy matter such as obsidian; and organic material such a coal. Excludes unconsolidated materials.",
29,5112,Xenolithic>Igneous,Igneous Rock,"rock formed as a result of igneous processes, for example intrusion and cooling of magma in the crust, or volcanic eruption.",
30,5229,Xenolithic>Igneous>Volcanic,Volcanic Rock,Rock that exhibits direct evidence of extrusive igneous processes in its genesis.,
31,5072,Xenolithic>Igneous>Volcanic>Felsic,Volcanic material>Felsic,"light-colored material produced by volcanic processes, containing an abundance of quartz, feldspar, muscovite, or felspathoid (light-colored minerals). ",
32,5119,Xenolithic>Igneous>Volcanic>Intermediate,Volcanic material>Intermediate color,"Material produced by volcanic processes, that has sub-equal proportion of light and dark colored mineral. Not recommended for usage with new sample registrations. (see acid, basic, intermediate composition categories)",
33,5131,Xenolithic>Igneous>Volcanic>Mafic,Volcanic material>Mafic,"Dark-colored material produced by volcanic processes, containing an abundance of ferromagnesian rock-forming silicates, especially Pyroxene Group, Amphibole Supergroup, olivine and biotite ",
34,5226,Xenolithic>Igneous>Volcanic>Ultramafic,Volcanic material>Ultramafic,material produced by volcanic processes that consists of greater than 90 percent mafic minerals. ,
35,5069,Xenolithic>Igneous>Volcanic>Exotic,Igneous material>Exotic,"Rock or tephra with exotic mineralogical, textural or field setting characteristics; typically dark colored, with abundant phenocrysts. Criteria include: presence of greater than 10 percent melilite or leucite, or presence of kalsilite, or greater than 50 percent carbonate minerals. Includes Carbonatite, Melilitic rock, Kalsilitic rocks, Kimberlite, Lamproite, Leucitic rock and Lamprophyres. ",
36,5178,Xenolithic>Igneous>Plutonic,Plutonic rock,"Instrusive igneous rock formed by crystallisation of magma far enough below Earth surface that complete crystallization of magma bodies forms holocrystalline medium to coarse grained igneous rock, wall rocks generally do not include volcanic products related to the magma, and some contact metamorphism is typically developed at intrusive contacts. ",
37,5231,Xenolithic>Igneous>Plutonic>Felsic,Plutonic rock>Felsic,"light-colored plutonic rock containing an abundance of quartz, feldspar, muscovite, or felspathoid",
38,5232,Xenolithic>Igneous>Plutonic>Intermediate,Plutonic rock>Intermediate,"Plutonic rock that has sub-equal proportion of light and dark colored mineral. Not recommended for usage with new sample registrations. (see acid, basic, intermediate composition categories) ",
39,5233,Xenolithic>Igneous>Plutonic>Mafic,Plutonic rock>Mafic,"Dark-colored plutonic rock containing an abundance of ferromagnesian rock-forming silicates, especially Pyroxene Group, Amphibole Supergroup, olivine and biotite",
40,5225,Xenolithic>Igneous>Plutonic>Ultramafic,Plutonic rock>Ultramafic,"Plutonic rock that consists of greater than 90 percent ferromagnesian rock-forming silicates, especially Pyroxene Group, Amphibole Supergroup, olivine and biotite. ",
41,5069,Xenolithic>Igneous>Plutonic>Exotic,Igneous material>Exotic,"Rock or tephra with exotic mineralogical, textural or field setting characteristics; typically dark colored, with abundant phenocrysts. Criteria include: presence of greater than 10 percent melilite or leucite, or presence of kalsilite, or greater than 50 percent carbonate minerals. Includes Carbonatite, Melilitic rock, Kalsilitic rocks, Kimberlite, Lamproite, Leucitic rock and Lamprophyres. ",
42,5111,Igneous,Igneous material,"Earth material formed as a result of igneous processes, eg. intrusion and cooling of magma in the crust, volcanic eruption.",
43,5228,Igneous>Volcanic,Volcanic material,Material exhibiting features demonstrating an extrusive igneous origin. Consolidated or non-consolidated ,
44,5072,Igneous>Volcanic>Felsic,Volcanic material>Felsic,"light-colored material produced by volcanic processes, containing an abundance of quartz, feldspar, muscovite, or felspathoid (light-colored minerals). ",
45,5119,Igneous>Volcanic>Intermediate,Volcanic material>Intermediate color,"Material produced by volcanic processes, that has sub-equal proportion of light and dark colored mineral. Not recommended for usage with new sample registrations. (see acid, basic, intermediate composition categories)",
46,5131,Igneous>Volcanic>Mafic,Volcanic material>Mafic,"Dark-colored material produced by volcanic processes, containing an abundance of ferromagnesian rock-forming silicates, especially Pyroxene Group, Amphibole Supergroup, olivine and biotite ",
47,5226,Igneous>Volcanic>Ultramafic,Volcanic material>Ultramafic,material produced by volcanic processes that consists of greater than 90 percent mafic minerals. ,
48,5069,Igneous>Volcanic>Exotic,Igneous material>Exotic,"Rock or tephra with exotic mineralogical, textural or field setting characteristics; typically dark colored, with abundant phenocrysts. Criteria include: presence of greater than 10 percent melilite or leucite, or presence of kalsilite, or greater than 50 percent carbonate minerals. Includes Carbonatite, Melilitic rock, Kalsilitic rocks, Kimberlite, Lamproite, Leucitic rock and Lamprophyres. ",
49,5178,Igneous>Plutonic,Plutonic rock,"Instrusive igneous rock formed by crystallisation of magma far enough below Earth surface that complete crystallization of magma bodies forms holocrystalline medium to coarse grained igneous rock, wall rocks generally do not include volcanic products related to the magma, and some contact metamorphism is typically developed at intrusive contacts. ",
50,5231,Igneous>Plutonic>Felsic,Plutonic rock>Felsic,"light-colored plutonic rock containing an abundance of quartz, feldspar, muscovite, or felspathoid",
51,5232,Igneous>Plutonic>Intermediate,Plutonic rock>Intermediate,"Plutonic rock that has sub-equal proportion of light and dark colored mineral. Not recommended for usage with new sample registrations. (see acid, basic, intermediate composition categories) ",
52,5233,Igneous>Plutonic>Mafic,Plutonic rock>Mafic,"Dark-colored plutonic rock containing an abundance of ferromagnesian rock-forming silicates, especially Pyroxene Group, Amphibole Supergroup, olivine and biotite",
53,5225,Igneous>Plutonic>Ultramafic,Plutonic rock>Ultramafic,"Plutonic rock that consists of greater than 90 percent ferromagnesian rock-forming silicates, especially Pyroxene Group, Amphibole Supergroup, olivine and biotite. ",
54,5069,Igneous>Plutonic>Exotic,Igneous material>Exotic,"Rock or tephra with exotic mineralogical, textural or field setting characteristics; typically dark colored, with abundant phenocrysts. Criteria include: presence of greater than 10 percent melilite or leucite, or presence of kalsilite, or greater than 50 percent carbonate minerals. Includes Carbonatite, Melilitic rock, Kalsilitic rocks, Kimberlite, Lamproite, Leucitic rock and Lamprophyres. ",
55,5138,,Metamorphic Rock,"Rock formed by solid-state mineralogical, chemical and/or structural changes to a pre-existing rock, in response to marked changes in temperature, pressure, shearing stress and chemical environment. ",
56,5031,Metamorphic>Calc-Silicate,Metamorphic Rock>Calc-Silicate,"metamorphic rock containing abundant calcium-silicate minerals.  Overlaps into metasomatic rocks because of high mobility of Ca carbonates. Typically rich in epidote, diopside, tremolite, calcic-amphibole, talc, with quartz and calcite. Might be gneiss or granofels; lower metamorphic grade than granulite.",
57,5066,Metamorphic>Eclogite,Metamorphic Rock>Eclogite,"Metamorphic rock composed of 75 percent or more (by volume) omphacite and garnet, both of which are present as major constituents, the amount of neither of them being higher than 75 percent (by volume); the presence of plagioclase precludes classification as an eclogite. ",
58,5092,Metamorphic>Gneiss,Metamorphic Rock>Gneiss,"Foliated metamorphic rock with bands or lenticles rich in granular minerals alternating with bands or lenticles rich in minerals with a flaky or elongate prismatic habit. Mylonitic foliation or well developed, continuous schistosity (greater than 50 percent of the rock consists of grains participate in a planar or linear fabric) precludes classification with this concept. ",
59,5097,Metamorphic>Granofels,Metamorphic Rock>Granofels,Metamorphic rock with granoblastic fabric and very little or no foliation (less than 10 percent of the mineral grains in the rock are elements in a planar or linear fabric). Grainsize not specified. ,
60,5098,Metamorphic>Granulite,Metamorphic Rock>Granulite,"Metamorphic rock of high metamorphic grade in which Fe-Mg silicate minerals are dominantly hydroxl-free; feldspar must be present, and muscovite is absent; rock contains less than 90 percent mafic minerals, less than 75 percent calcite and/or dolomite, less than 75 percent quartz, less than 50 percent iron-bearing minerals (hematite, magnetite, limonite-group, siderite, iron-sulfides), and less than 50 percent calc-silicate minerals. ",
61,5071,Metamorphic>MechanicallyBroken,Fault-related material,"Material formed as a result brittle faulting, composed of greater than 10 percent matrix; matrix is fine-grained material caused by tectonic grainsize reduction. Includes cohesive (cataclasite series, mylonitic rocks) and non-cohesive (breccia-gouge series) material. ",
62,5134,Metamorphic>Meta-Carbonate,Metamorphic Rock>Marble,"Metamorphic rock consisting of greater than 75 percent fine- to coarse-grained recrystallized calcite and/or dolomite; usually with a granoblastic, saccharoidal texture.",
63,5142,Metamorphic>Metasomatic,Metamorphic Rock>Metasomatic,"Rock that has fabric and composition indicating open-system mineralogical and chemical changes in response to interaction with a fluid phase, typically water rich.",
64,5139,Metamorphic>Meta-Ultramafic,Metamorphic Rock>Meta-Ultramafic,Metamorphic rock with a protolith that is a ultramafic rock.,
65,5199,Metamorphic>Schist,Metamorphic Rock>Schist,"Foliated phaneritic metamorphic rock with well developed, continuous schistosity, meaning that greater than 50 percent of the rock by volume is mineral grains with a thin tabular, lamellar, or acicular prismatic crystallographic habit that are oriented in a continuous planar or linear fabric. ",
66,5212,Metamorphic>Slate,Metamorphic Rock>Slate,"compact, fine grained rock with an average grain size less than 0.032 millimeter and a well developed schistosity (slaty cleavage), and hence can be split into slabs or thin plates.",
67,5160,Ore,Ore,A natural Earth material containing a potentially economic quantity of extractable metals or other commodities. ,
68,5142,Ore>Oxide,Metasomatic rock,"Rock that has fabric and composition indicating open-system mineralogical and chemical changes in response to interaction with a fluid phase, typically water rich.",
69,5201,Ore>Sulfide,Sedimentary>Massive Sulphide,rock consisting of greater than 50% sulphide or sulfosalt minerals formed by sedimentary exhalative processes.,
70,3,Ore>Other,any material,unspecified ore,
71,5202,Sedimentary,Sedimentary material,"Material formed by accumulation of solid fragmental material deposited by air, water or ice, or material that accumulated by other natural agents such as chemical precipitation from solution or secretion by organisms. Includes both sediment and sedimentary rock. Includes epiclastic deposits. All stated composition criteria are based on the mineral/ compound material (GeoSciML term)/particulate fraction of the material, irrespective of porosity or the pore-fluid. No distinctions are made based on porosity or pore fluid composition (except organic rich sediment in which liquid hydrocarbon content may be considered).",
72,72,Wupatkiite,Wupatkiite,,
73,73,Wurtzite,Wurtzite,,
74,74,Wurtzite-2h,Wurtzite-2h,,
75,75,Wyartite,Wyartite,,
76,76,Wycheproofite,Wycheproofite,,
77,77,Wyllieite,Wyllieite,,
78,78,Wohlerite,Wohlerite,,
79,79,Wolsendorfite,Wolsendorfite,,
80,80,Wulfingite,Wulfingite,,
81,81,Wustite,Wustite,,
82,82,Xanthiosite,Xanthiosite,,
83,83,Xanthoconite,Xanthoconite,,
84,84,Xanthoxenite,Xanthoxenite,,
85,85,Xenotime-(Y),Xenotime-(Y),,
86,86,Xenotime-(Yb),Xenotime-(Yb),,
87,87,Xiangjiangite,Xiangjiangite,,
88,88,Xifengite,Xifengite,,
89,89,Xilingoite,Xilingoite,,
90,90,Xilingolite,Xilingolite,,
91,91,Ximengite,Ximengite,,
92,92,Xingzhongite,Xingzhongite,,
93,93,Xitieshanite,Xitieshanite,,
94,94,Xocomecatlite,Xocomecatlite,,
95,95,Xonotlite,Xonotlite,,
96,96,Yafsoanite,Yafsoanite,,
97,97,Yagiite,Yagiite,,
98,98,Yakhontovite,Yakhontovite,,
99,99,Yanomamite,Yanomamite,,
100,100,Yaroslavite,Yaroslavite,,
101,101,Yarrowite,Yarrowite,,
102,102,Yavapaiite,Yavapaiite,,
103,103,Ye'elimite,Ye'elimite,,
104,104,Yeatmanite,Yeatmanite,,
105,105,Yecoraite,Yecoraite,,
106,106,Yedlinite,Yedlinite,,
107,107,Yftisite-(Y),Yftisite-(Y),,
108,108,Yimengite,Yimengite,,
109,109,Yingjiangite,Yingjiangite,,
110,110,Yixunite,Yixunite,,
111,111,Yoderite,Yoderite,,
112,112,Yofortierite,Yofortierite,,
113,113,Yoshimuraite,Yoshimuraite,,
114,114,Yoshiokaite,Yoshiokaite,,
115,115,Yttrialite-(Y),Yttrialite-(Y),,
116,116,Yttrobetafite-(Y),Yttrobetafite-(Y),,
117,117,Yttrocolumbite-(Y),Yttrocolumbite-(Y),,
118,118,Yttrocrasite-(Y),Yttrocrasite-(Y),,
119,119,Yttropyrochlore-(Y),Yttropyrochlore-(Y),,
120,120,Wallisite,Wallisite,,
121,121,Wallkilldellite,Wallkilldellite,,
122,122,Walpurgite,Walpurgite,,
123,123,Walstromite,Walstromite,,
124,124,Walthierite,Walthierite,,
125,125,Wardite,Wardite,,
126,126,Wardsmithite,Wardsmithite,,
127,127,Warikahnite,Warikahnite,,
128,128,Warwickite,Warwickite,,
129,129,Watanabeite,Watanabeite,,
130,130,Watkinsonite,Watkinsonite,,
131,131,Wattersite,Wattersite,,
132,132,Wattevilleite,Wattevilleite,,
133,133,Wattevillite,Wattevillite,,
134,134,Wavellite,Wavellite,,
135,135,Wawayandaite,Wawayandaite,,
136,136,Waylandite,Waylandite,,
137,137,Weberite,Weberite,,
138,138,Weddellite,Weddellite,,
139,139,Weeksite,Weeksite,,
140,140,Wegscheiderite,Wegscheiderite,,
141,141,Weibullite,Weibullite,,
142,142,Weilerite,Weilerite,,
143,143,Weilite,Weilite,,
144,144,Weinebeneite,Weinebeneite,,
145,145,Weishanite,Weishanite,,
146,146,Weissbergite,Weissbergite,,
147,147,Weissite,Weissite,,
148,148,Welinite,Welinite,,
149,149,Wellsite,Wellsite,,
150,150,Weloganite,Weloganite,,
151,151,Welshite,Welshite,,
152,152,Wendwilsonite,Wendwilsonite,,
153,153,Wenkite,Wenkite,,
154,154,Werdingite,Werdingite,,
155,155,Wermlandite,Wermlandite,,
156,156,Wesselsite,Wesselsite,,
157,157,Westerveldite,Westerveldite,,
158,158,Wheatleyite,Wheatleyite,,
159,159,Wherryite,Wherryite,,
160,160,Whewellite,Whewellite,,
161,161,Whiteite,Whiteite,,
162,162,Whiteite-(CaFeMg),Whiteite-(CaFeMg),,
163,163,Whiteite-(CaMnMg),Whiteite-(CaMnMg),,
164,164,Whiteite-(MnFeMg),Whiteite-(MnFeMg),,
165,165,Whitlockite,Whitlockite,,
166,166,Whitmoreite,Whitmoreite,,
167,167,Wickenburgite,Wickenburgite,,
168,168,Wickmanite,Wickmanite,,
169,169,Wicksite,Wicksite,,
170,170,Widenmannite,Widenmannite,,
171,171,Widgiemoolthalite,Widgiemoolthalite,,
172,172,Wightmanite,Wightmanite,,
173,173,Wilcoxite,Wilcoxite,,
174,174,Wilhelmvierlingite,Wilhelmvierlingite,,
175,175,Wilkinsonite,Wilkinsonite,,
176,176,Wilkmanite,Wilkmanite,,
177,177,Willemite,Willemite,,
178,178,Willemseite,Willemseite,,
179,179,Willhendersonite,Willhendersonite,,
180,180,Willyamite,Willyamite,,
181,181,Wiluite,Wiluite,,
182,182,Winchite,Winchite,,
183,183,Winstanleyite,Winstanleyite,,
184,184,Wiserite,Wiserite,,
185,185,Witherite,Witherite,,
186,186,Wittichenite,Wittichenite,,
187,187,Wittite,Wittite,,
188,188,Wodginite,Wodginite,,
189,189,Woehlerite,Woehlerite,,
190,190,Wolfeite,Wolfeite,,
191,191,Wolframite,Wolframite,,
192,192,WolframiteSeries,WolframiteSeries,,
193,193,Wolframoixiolite,Wolframoixiolite,,
194,194,Wollastonite,Wollastonite,,
195,195,Wollastonite-1t,Wollastonite-1t,,
196,196,Wollastonite-2m,Wollastonite-2m,,
197,197,Wollastonite-7t,Wollastonite-7t,,
198,198,Wonesite,Wonesite,,
199,199,Woodallite,Woodallite,,
200,200,Woodhouseite,Woodhouseite,,
201,201,Woodruffite,Woodruffite,,
202,202,Woodwardite,Woodwardite,,
203,203,Wooldridgeite,Wooldridgeite,,
204,204,Wroewolfeite,Wroewolfeite,,
205,205,Wulfenite,Wulfenite,,
206,206,Zektzerite,Zektzerite,,
207,207,Zellerite,Zellerite,,
208,208,Zemannite,Zemannite,,
209,209,Zemkorite,Zemkorite,,
210,210,Zenzenite,Zenzenite,,
212,212,Zeophyllite,Zeophyllite,,
213,213,Zeunerite,Zeunerite,,
214,214,Zhanghengite,Zhanghengite,,
215,215,Zharchikhite,Zharchikhite,,
216,216,Zhemchuzhnikovite,Zhemchuzhnikovite,,
217,217,Zhonghuacerite-(Ce),Zhonghuacerite-(Ce),,
218,218,Ziesite,Ziesite,,
219,219,Zimbabweite,Zimbabweite,,
220,220,Zinalsite,Zinalsite,,
221,221,Zinc,Zinc,,
222,222,Zinc-melanterite,Zinc-melanterite,,
223,223,Zinc-zippeite,Zinc-zippeite,,
224,224,Zincaluminite,Zincaluminite,,
225,225,Zincgartrellite,Zincgartrellite,,
226,226,Zincite,Zincite,,
227,227,Zincobotryogen,Zincobotryogen,,
228,228,Zincochromite,Zincochromite,,
229,229,Zincocopiapite,Zincocopiapite,,
230,230,Zincovoltaite,Zincovoltaite,,
231,231,Zincowoodwardite,Zincowoodwardite,,
232,232,Zincrosasite,Zincrosasite,,
233,233,Zincroselite,Zincroselite,,
234,234,Zincsilite,Zincsilite,,
235,235,Zinkenite,Zinkenite,,
236,236,Zinnwaldite,Zinnwaldite,,
237,237,Zippeite,Zippeite,,
238,238,Zircon,Zircon,,
239,239,Zirconolite,Zirconolite,,
240,240,Zirconolite-2m,Zirconolite-2m,,
241,241,Zirconolite-3o,Zirconolite-3o,,
242,242,Zirconolite-3t,Zirconolite-3t,,
243,243,Zircophyllite,Zircophyllite,,
244,244,Zircosulfate,Zircosulfate,,
245,245,Zirkelite,Zirkelite,,
246,246,Zirklerite,Zirklerite,,
247,247,Zirsinalite,Zirsinalite,,
248,248,Zlatogorite,Zlatogorite,,
249,249,Znucalite,Znucalite,,
250,250,Zodacite,Zodacite,,
251,251,Zoisite,Zoisite,,
252,252,Zorite,Zorite,,
253,253,Zoubekite,Zoubekite,,
254,254,Zugshunstite-(Ce),Zugshunstite-(Ce),,
255,255,Zunyite,Zunyite,,
256,256,Zussmanite,Zussmanite,,
257,257,Zvyagintsevite,Zvyagintsevite,,
258,258,Zwieselite,Zwieselite,,
259,259,Zykaite,Zykaite,,
260,260,Zzap,Zzap,,
261,261,Ferruvite,ferruvite,,
262,262,Ikunolite,ikunolite,,
263,263,Vanadiumdravite,vanadiumdravite,,
264,264,Orebroite,Orebroite,,
265,265,Other,Other,,
266,266,Temagamite,Temagamite,,
267,267,Tengchongite,Tengchongite,,
268,268,Tengerite-(Y),Tengerite-(Y),,
269,269,Tennantite,Tennantite,,
270,270,Tenorite,Tenorite,,
271,271,Tephroite,Tephroite,,
272,272,Terlinguaite,Terlinguaite,,
273,273,Ternesite,Ternesite,,
274,274,Ternovite,Ternovite,,
275,275,Terranovaite,Terranovaite,,
276,276,Terskite,Terskite,,
277,277,Tertschite,Tertschite,,
278,278,Teruggite,Teruggite,,
279,279,Teschemacherite,Teschemacherite,,
280,280,Testibiopalladite,Testibiopalladite,,
281,281,Tetra-auricupride,Tetra-auricupride,,
282,282,Tetra-ferri-annite,Tetra-ferri-annite,,
283,283,Tetra-ferriphlogophite,Tetra-ferriphlogophite,,
284,284,Tetradymite,Tetradymite,,
285,285,Tetraferroplatinum,Tetraferroplatinum,,
286,286,Tetrahedrite,Tetrahedrite,,
287,287,TetrahedriteGroup,TetrahedriteGroup,,
288,288,Tetranatrolite,Tetranatrolite,,
289,289,Crednerite,Crednerite,,
290,290,Tetrarooseveltite,Tetrarooseveltite,,
291,291,Tetrataenite,Tetrataenite,,
292,292,Tetrawickmanite,Tetrawickmanite,,
293,293,Thadeuite,Thadeuite,,
294,294,Thalcusite,Thalcusite,,
295,295,Thalenite-(Y),Thalenite-(Y),,
296,296,Thalfenisite,Thalfenisite,,
297,297,Thaumasite,Thaumasite,,
298,298,Theisite,Theisite,,
299,299,Thenardite,Thenardite,,
300,300,Yttrotantalite-(Y),Yttrotantalite-(Y),,
301,301,Yttrotungstite-(Y),Yttrotungstite-(Y),,
302,302,Yuanfuliite,Yuanfuliite,,
303,303,Yuanjiangite,Yuanjiangite,,
304,304,Yugawaralite,Yugawaralite,,
305,305,Yukonite,Yukonite,,
306,306,Yuksporite,Yuksporite,,
307,307,Yushkinite,Yushkinite,,
308,308,Zaherite,Zaherite,,
309,309,Zairite,Zairite,,
310,310,Zajacite,Zajacite,,
311,311,Zajacite-(Ce),Zajacite-(Ce),,
312,312,Zakharovite,Zakharovite,,
313,313,Zalesiite,Zalesiite,,
314,314,Zanazziite,Zanazziite,,
315,315,Zapatalite,Zapatalite,,
316,316,Zaratite,Zaratite,,
317,317,Zavaritskite,Zavaritskite,,
318,318,Zdenekite,Zdenekite,,
319,319,Sundiusite,Sundiusite,,
320,320,Suolunite,Suolunite,,
321,321,Suredaite,Suredaite,,
322,322,Surinamite,Surinamite,,
323,323,Surite,Surite,,
324,324,Sursassite,Sursassite,,
325,325,Susannite,Susannite,,
326,326,Sussexite,Sussexite,,
327,327,Suzukiite,Suzukiite,,
328,328,Svabite,Svabite,,
329,329,Svanbergite,Svanbergite,,
330,330,Sveite,Sveite,,
331,331,Svenekite,Svenekite,,
332,332,Sverigeite,Sverigeite,,
333,333,Svetlozarite,Svetlozarite,,
334,334,Svyatoslavite,Svyatoslavite,,
335,335,Svyazhinite,Svyazhinite,,
336,336,Swaknoite,Swaknoite,,
337,337,Swamboite,Swamboite,,
338,338,Swartzite,Swartzite,,
339,339,Swedenborgite,Swedenborgite,,
340,340,Sweetite,Sweetite,,
341,341,Swinefordite,Swinefordite,,
