s	label	match
gcmin:stibiogoldfieldite	Stibiogoldfieldite	<https://www.mindat.org/1:1:55444:6>
gcmin:stibiopalladinite	Stibiopalladinite	<https://www.mindat.org/1:1:3758:3>
gcmin:stibiotantalite	Stibiotantalite	<https://www.mindat.org/1:1:3739:2>
gcmin:stibivanite	Stibivanite	<https://www.mindat.org/1:1:3781:1>
gcmin:stibnite	Stibnite	<https://www.mindat.org/1:1:3782:8>
<https://w3id.org/geochem/1.0/mingroup/46738>	Stibnite Group	<https://www.mindat.org/1:1:46738:0>
gcmin:stichtite	Stichtite	<https://www.mindat.org/1:1:3784:2>
<https://w3id.org/geochem/1.0/mingroup/3785>	Stilbite Subgroup	<https://www.mindat.org/1:1:3785:9>
gcmin:stilbite-ca	Stilbite-Ca	<https://www.mindat.org/1:1:7313:0>
gcmin:stilbite-na	Stilbite-Na	<https://www.mindat.org/1:1:7314:7>
gcmin:stilleite	Stilleite	<https://www.mindat.org/1:1:3786:6>
gcmin:stillwaterite	Stillwaterite	<https://www.mindat.org/1:1:3787:3>
gcmin:stillwellite-ce	Stillwellite-(Ce)	<https://www.mindat.org/1:1:3788:0>
gcmin:stilpnomelane	Stilpnomelane	<https://www.mindat.org/1:1:3789:7>
<https://w3id.org/geochem/1.0/mingroup/46595>	Stilpnomelane Group	<https://www.mindat.org/1:1:46595:7>
gcmin:stishovite	Stishovite	<https://www.mindat.org/1:1:3790:3>
gcmin:stistaite	Stistaite	<https://www.mindat.org/1:1:3791:0>
gcmin:stoiberite	Stoiberite	<https://www.mindat.org/1:1:3792:7>
<https://w3id.org/geochem/1.0/mingroup/50403>	Stoichiometric Perovskites Group	<https://www.mindat.org/1:1:50403:4>
gcmin:stokesite	Stokesite	<https://www.mindat.org/1:1:3793:4>
gcmin:stolperite	Stolperite	<https://www.mindat.org/1:1:47864:1>
gcmin:stolzite	Stolzite	<https://www.mindat.org/1:1:3794:1>
gcmin:stoppaniite	Stoppaniite	<https://www.mindat.org/1:1:7315:4>
gcmin:stornesite-y	Stornesite-(Y)	<https://www.mindat.org/1:1:28918:0>
gcmin:stottite	Stottite	<https://www.mindat.org/1:1:3795:8>
<https://w3id.org/geochem/1.0/mingroup/29335>	Stottite Subgroup	<https://www.mindat.org/1:1:29335:0>
gcmin:stracherite	Stracherite	<https://www.mindat.org/1:1:51478:5>
gcmin:straczekite	Straczekite	<https://www.mindat.org/1:1:3796:5>
<https://w3id.org/geochem/1.0/mingroup/40377>	Straczekite Group	<https://www.mindat.org/1:1:40377:1>
gcmin:strakhovite	Strakhovite	<https://www.mindat.org/1:1:3797:2>
gcmin:stranskiite	Stranskiite	<https://www.mindat.org/1:1:3798:9>
gcmin:strashimirite	Strashimirite	<https://www.mindat.org/1:1:3799:6>
gcmin:strassmannite	Strassmannite	<https://www.mindat.org/1:1:52751:2>
gcmin:strelkinite	Strelkinite	<https://www.mindat.org/1:1:3800:9>
gcmin:strengite	Strengite	<https://www.mindat.org/1:1:3801:6>
gcmin:stringhamite	Stringhamite	<https://www.mindat.org/1:1:3802:3>
gcmin:stromeyerite	Stromeyerite	<https://www.mindat.org/1:1:3803:0>
gcmin:stronadelphite	Stronadelphite	<https://www.mindat.org/1:1:35973:5>
gcmin:stronalsite	Stronalsite	<https://www.mindat.org/1:1:3804:7>
gcmin:strontianite	Strontianite	<https://www.mindat.org/1:1:3805:4>
gcmin:strontio-orthojoaquinite	Strontio-orthojoaquinite	<https://www.mindat.org/1:1:3806:1>
gcmin:strontiochevkinite	Strontiochevkinite	<https://www.mindat.org/1:1:3808:5>
gcmin:strontiodresserite	Strontiodresserite	<https://www.mindat.org/1:1:3774:3>
gcmin:strontiofluorite	Strontiofluorite	<https://www.mindat.org/1:1:39548:1>
gcmin:strontioginorite	Strontioginorite	<https://www.mindat.org/1:1:3741:5>
gcmin:strontiojoaquinite	Strontiojoaquinite	<https://www.mindat.org/1:1:3740:8>
gcmin:strontiomelane	Strontiomelane	<https://www.mindat.org/1:1:7317:8>
gcmin:strontiopharmacosiderite	Strontiopharmacosiderite	<https://www.mindat.org/1:1:41122:0>
gcmin:strontioruizite	Strontioruizite	<https://www.mindat.org/1:1:52089:2>
gcmin:strontiowhitlockite	Strontiowhitlockite	<https://www.mindat.org/1:1:3742:2>
gcmin:strunzite	Strunzite	<https://www.mindat.org/1:1:3810:8>
<https://w3id.org/geochem/1.0/mingroup/35750>	Strunzite Group	<https://www.mindat.org/1:1:35750:6>
gcmin:struvite	Struvite	<https://www.mindat.org/1:1:3811:5>
<https://w3id.org/geochem/1.0/mingroup/39886>	Struvite Group	<https://www.mindat.org/1:1:39886:8>
gcmin:struvite-k	Struvite-(K)	<https://www.mindat.org/1:1:27534:5>
gcmin:stratlingite	Strätlingite	<https://www.mindat.org/1:1:3809:2>
gcmin:studenitsite	Studenitsite	<https://www.mindat.org/1:1:3814:6>
gcmin:studtite	Studtite	<https://www.mindat.org/1:1:3815:3>
gcmin:stumpflite	Stumpflite	<https://www.mindat.org/1:1:3816:0>
gcmin:sturmanite	Sturmanite	<https://www.mindat.org/1:1:3817:7>
gcmin:stofflerite	Stöfflerite	<https://www.mindat.org/1:1:52171:2>
gcmin:stutzite	Stützite	<https://www.mindat.org/1:1:3813:9>
gcmin:suanite	Suanite	<https://www.mindat.org/1:1:3818:4>
gcmin:sudburyite	Sudburyite	<https://www.mindat.org/1:1:3819:1>
gcmin:sudoite	Sudoite	<https://www.mindat.org/1:1:3820:7>
gcmin:sudovikovite	Sudovikovite	<https://www.mindat.org/1:1:7321:5>
gcmin:suenoite	Suenoite	<https://www.mindat.org/1:1:54037:3>
<https://w3id.org/geochem/1.0/mingroup/52565>	Suenoite Root Name Group	<https://www.mindat.org/1:1:52565:7>
gcmin:suessite	Suessite	<https://www.mindat.org/1:1:3821:4>
gcmin:sugakiite	Sugakiite	<https://www.mindat.org/1:1:29106:0>
gcmin:sugilite	Sugilite	<https://www.mindat.org/1:1:3822:1>
gcmin:suhailite	Suhailite	<https://www.mindat.org/1:1:32616:2>
gcmin:sulfoborite	Sulfoborite	<https://www.mindat.org/1:1:3823:8>
gcmin:sulphohalite	Sulphohalite	<https://www.mindat.org/1:1:3824:5>
<https://w3id.org/geochem/1.0/mingroup/50396>	Sulphohalite Subgroup	<https://www.mindat.org/1:1:50396:5>
gcmin:sulphotsumoite	Sulphotsumoite	<https://www.mindat.org/1:1:3825:2>
gcmin:sulphur	Sulphur	<https://www.mindat.org/1:1:3826:9>
<https://w3id.org/geochem/1.0/mingroup/39470>	Sulphur Group	<https://www.mindat.org/1:1:39470:1>
gcmin:sulphur-beta	Sulphur-ß	<https://www.mindat.org/1:1:39990:0>
gcmin:sulvanite	Sulvanite	<https://www.mindat.org/1:1:3827:6>
gcmin:sundiusite	Sundiusite	<https://www.mindat.org/1:1:3828:3>
gcmin:suolunite	Suolunite	<https://www.mindat.org/1:1:3829:0>
gcmin:suredaite	Suredaite	<https://www.mindat.org/1:1:7322:2>
gcmin:surinamite	Surinamite	<https://www.mindat.org/1:1:3830:6>
gcmin:surite	Surite	<https://www.mindat.org/1:1:3831:3>
gcmin:surkhobite	Surkhobite	<https://www.mindat.org/1:1:11524:7>
gcmin:sursassite	Sursassite	<https://www.mindat.org/1:1:3832:0>
gcmin:susannite	Susannite	<https://www.mindat.org/1:1:3833:7>
gcmin:sussexite	Sussexite	<https://www.mindat.org/1:1:3834:4>
gcmin:suzukiite	Suzukiite	<https://www.mindat.org/1:1:3835:1>
gcmin:svabite	Svabite	<https://www.mindat.org/1:1:3836:8>
gcmin:svanbergite	Svanbergite	<https://www.mindat.org/1:1:3837:5>
gcmin:sveinbergeite	Sveinbergeite	<https://www.mindat.org/1:1:40285:1>
gcmin:sveite	Sveite	<https://www.mindat.org/1:1:3838:2>
gcmin:sverigeite	Sverigeite	<https://www.mindat.org/1:1:3839:9>
gcmin:svyatoslavite	Svyatoslavite	<https://www.mindat.org/1:1:3840:5>
gcmin:svyazhinite	Svyazhinite	<https://www.mindat.org/1:1:3841:2>
gcmin:swaknoite	Swaknoite	<https://www.mindat.org/1:1:3842:9>
gcmin:swamboite-nd	Swamboite-(Nd)	<https://www.mindat.org/1:1:3843:6>
gcmin:swartzite	Swartzite	<https://www.mindat.org/1:1:3844:3>
gcmin:swedenborgite	Swedenborgite	<https://www.mindat.org/1:1:3845:0>
gcmin:sweetite	Sweetite	<https://www.mindat.org/1:1:3846:7>
gcmin:swinefordite	Swinefordite	<https://www.mindat.org/1:1:3847:4>
gcmin:switzerite	Switzerite	<https://www.mindat.org/1:1:3848:1>
gcmin:sylvanite	Sylvanite	<https://www.mindat.org/1:1:3849:8>
gcmin:sylvite	Sylvite	<https://www.mindat.org/1:1:3850:4>
gcmin:symesite	Symesite	<https://www.mindat.org/1:1:11033:0>
gcmin:symplesite	Symplesite	<https://www.mindat.org/1:1:3851:1>
<https://w3id.org/geochem/1.0/mingroup/39696>	Symplesite Group	<https://www.mindat.org/1:1:39696:7>
gcmin:synadelphite	Synadelphite	<https://www.mindat.org/1:1:3852:8>
<https://w3id.org/geochem/1.0/mingroup/32183>	Synchysite Group	<https://www.mindat.org/1:1:32183:9>
gcmin:synchysite-ce	Synchysite-(Ce)	<https://www.mindat.org/1:1:3853:5>
gcmin:synchysite-nd	Synchysite-(Nd)	<https://www.mindat.org/1:1:3854:2>
gcmin:synchysite-y	Synchysite-(Y)	<https://www.mindat.org/1:1:3855:9>
gcmin:syngenite	Syngenite	<https://www.mindat.org/1:1:3856:6>
gcmin:szaibelyite	Szaibélyite	<https://www.mindat.org/1:1:3857:3>
gcmin:szenicsite	Szenicsite	<https://www.mindat.org/1:1:3862:7>
gcmin:szmikite	Szmikite	<https://www.mindat.org/1:1:3858:0>
gcmin:szomolnokite	Szomolnokite	<https://www.mindat.org/1:1:3859:7>
gcmin:szymanskiite	Szymanskiite	<https://www.mindat.org/1:1:3860:3>
gcmin:sohngeite	Söhngeite	<https://www.mindat.org/1:1:3709:5>
<https://w3id.org/geochem/1.0/mingroup/39504>	Söhngeite Subgroup	<https://www.mindat.org/1:1:39504:7>
gcmin:sorensenite	Sørensenite	<https://www.mindat.org/1:1:3716:3>
<https://w3id.org/geochem/1.0/mingroup/39985>	Taaffeite Group	<https://www.mindat.org/1:1:39985:8>
gcmin:tacharanite	Tacharanite	<https://www.mindat.org/1:1:3864:1>
gcmin:tachyhydrite	Tachyhydrite	<https://www.mindat.org/1:1:3865:8>
gcmin:tadzhikite-ce	Tadzhikite-(Ce)	<https://www.mindat.org/1:1:3866:5>
gcmin:taenite	Taenite	<https://www.mindat.org/1:1:3868:9>
gcmin:taikanite	Taikanite	<https://www.mindat.org/1:1:3869:6>
gcmin:taimyrite-i	Taimyrite-I	<https://www.mindat.org/1:1:3870:2>
gcmin:tainiolite	Tainiolite	<https://www.mindat.org/1:1:7325:3>
<https://w3id.org/geochem/1.0/mingroup/470791>	Taipingite Subgroup	<https://www.mindat.org/1:1:470791:8>
gcmin:takanawaite-y	Takanawaite-(Y)	<https://www.mindat.org/1:1:42698:5>
gcmin:takanelite	Takanelite	<https://www.mindat.org/1:1:3871:9>
gcmin:takedaite	Takedaite	<https://www.mindat.org/1:1:3872:6>
gcmin:takovite	Takovite	<https://www.mindat.org/1:1:3874:0>
gcmin:takeuchiite	Takéuchiite	<https://www.mindat.org/1:1:3873:3>
gcmin:talc	Talc	<https://www.mindat.org/1:1:3875:7>
gcmin:talmessite	Talmessite	<https://www.mindat.org/1:1:3876:4>
gcmin:talnakhite	Talnakhite	<https://www.mindat.org/1:1:3877:1>
<https://w3id.org/geochem/1.0/mingroup/42951>	Talnakhite Group	<https://www.mindat.org/1:1:42951:1>
gcmin:tamaite	Tamaite	<https://www.mindat.org/1:1:7080:1>
gcmin:tamarugite	Tamarugite	<https://www.mindat.org/1:1:3878:8>
gcmin:tancaite-ce	Tancaite-(Ce)	<https://www.mindat.org/1:1:40045:5>
gcmin:tancoite	Tancoite	<https://www.mindat.org/1:1:3879:5>
gcmin:taneyamalite	Taneyamalite	<https://www.mindat.org/1:1:3880:1>
gcmin:tangdanite	Tangdanite	<https://www.mindat.org/1:1:42724:9>
gcmin:tangeite	Tangeite	<https://www.mindat.org/1:1:4073:6>
gcmin:tanohataite	Tanohataite	<https://www.mindat.org/1:1:32664:9>
gcmin:tantalaeschynite-y	Tantalaeschynite-(Y)	<https://www.mindat.org/1:1:3881:8>
gcmin:tantalcarbide	Tantalcarbide	<https://www.mindat.org/1:1:7327:7>
gcmin:tantalite-fe	Tantalite-(Fe)	<https://www.mindat.org/1:1:1530:7>
gcmin:tantalite-mg	Tantalite-(Mg)	<https://www.mindat.org/1:1:11465:5>
gcmin:tantalite-mn	Tantalite-(Mn)	<https://www.mindat.org/1:1:2522:1>
gcmin:tantalowodginite	Tantalowodginite	<https://www.mindat.org/1:1:7328:4>
gcmin:tanteuxenite-y	Tanteuxenite-(Y)	<https://www.mindat.org/1:1:3883:2>
gcmin:tantite	Tantite	<https://www.mindat.org/1:1:3884:9>
<https://w3id.org/geochem/1.0/mingroup/29336>	Tapiolite	<https://www.mindat.org/1:1:29336:9>
gcmin:tapiolite-fe	Tapiolite-(Fe)	<https://www.mindat.org/1:1:1531:4>
gcmin:tapiolite-mn	Tapiolite-(Mn)	<https://www.mindat.org/1:1:2523:8>
gcmin:taramellite	Taramellite	<https://www.mindat.org/1:1:3888:7>
gcmin:taramite	Taramite	<https://www.mindat.org/1:1:6798:6>
<https://w3id.org/geochem/1.0/mingroup/3889>	Taramite Root Name Group	<https://www.mindat.org/1:1:3889:4>
gcmin:taranakite	Taranakite	<https://www.mindat.org/1:1:3890:0>
gcmin:tarapacaite	Tarapacáite	<https://www.mindat.org/1:1:3891:7>
gcmin:tarbagataite	Tarbagataite	<https://www.mindat.org/1:1:41103:5>
gcmin:tarbuttite	Tarbuttite	<https://www.mindat.org/1:1:3892:4>
<https://w3id.org/geochem/1.0/mingroup/44182>	Tarbuttite Group	<https://www.mindat.org/1:1:44182:3>
gcmin:tarkianite	Tarkianite	<https://www.mindat.org/1:1:25693:3>
gcmin:taseqite	Taseqite	<https://www.mindat.org/1:1:26453:4>
gcmin:tashelgite	Tashelgite	<https://www.mindat.org/1:1:40270:9>
gcmin:tassieite	Tassieite	<https://www.mindat.org/1:1:29006:1>
gcmin:tatarinovite	Tatarinovite	<https://www.mindat.org/1:1:46816:7>
gcmin:tatarskite	Tatarskite	<https://www.mindat.org/1:1:3894:8>
gcmin:tatyanaite	Tatyanaite	<https://www.mindat.org/1:1:7013:9>
gcmin:tausonite	Tausonite	<https://www.mindat.org/1:1:3895:5>
gcmin:tavagnascoite	Tavagnascoite	<https://www.mindat.org/1:1:46578:0>
gcmin:tavorite	Tavorite	<https://www.mindat.org/1:1:3896:2>
gcmin:tazheranite	Tazheranite	<https://www.mindat.org/1:1:3897:9>
gcmin:tazieffite	Tazieffite	<https://www.mindat.org/1:1:36040:3>
gcmin:tazzoliite	Tazzoliite	<https://www.mindat.org/1:1:42806:2>
gcmin:teallite	Teallite	<https://www.mindat.org/1:1:3900:6>
gcmin:tedhadleyite	Tedhadleyite	<https://www.mindat.org/1:1:10654:0>
gcmin:teepleite	Teepleite	<https://www.mindat.org/1:1:3901:3>
gcmin:tegengrenite	Tegengrenite	<https://www.mindat.org/1:1:7072:6>
gcmin:teineite	Teineite	<https://www.mindat.org/1:1:3902:0>
gcmin:tectite	Tektite	<https://www.mindat.org/1:1:10859:3>
gcmin:telargpalite	Telargpalite	<https://www.mindat.org/1:1:3903:7>
<https://w3id.org/geochem/1.0/mingroup/53066>	Telargpalite Group	<https://www.mindat.org/1:1:53066:8>
gcmin:tellurantimony	Tellurantimony	<https://www.mindat.org/1:1:3904:4>
gcmin:tellurite	Tellurite	<https://www.mindat.org/1:1:3905:1>
gcmin:tellurium	Tellurium	<https://www.mindat.org/1:1:3906:8>
gcmin:tellurobismuthite	Tellurobismuthite	<https://www.mindat.org/1:1:3907:5>
gcmin:tellurohauchecornite	Tellurohauchecornite	<https://www.mindat.org/1:1:3898:6>
gcmin:telluromandarinoite	Telluromandarinoite	<https://www.mindat.org/1:1:42801:7>
gcmin:telluronevskite	Telluronevskite	<https://www.mindat.org/1:1:7726:8>
gcmin:telluropalladinite	Telluropalladinite	<https://www.mindat.org/1:1:3899:3>
gcmin:telluroperite	Telluroperite	<https://www.mindat.org/1:1:39670:9>
gcmin:telyushenkoite	Telyushenkoite	<https://www.mindat.org/1:1:25600:3>
gcmin:temagamite	Temagamite	<https://www.mindat.org/1:1:3908:2>
gcmin:tengchongite	Tengchongite	<https://www.mindat.org/1:1:3909:9>
<https://w3id.org/geochem/1.0/mingroup/42431>	Tengerite Group	<https://www.mindat.org/1:1:42431:2>
gcmin:tengerite-y	Tengerite-(Y)	<https://www.mindat.org/1:1:3910:5>
<https://w3id.org/geochem/1.0/mingroup/3911>	Tennantite	<https://www.mindat.org/1:1:3911:2>
gcmin:tennantite-cu	Tennantite-(Cu)	<https://www.mindat.org/1:1:55386:3>
gcmin:tennantite-fe	Tennantite-(Fe)	<https://www.mindat.org/1:1:53589:4>
gcmin:tennantite-hg	Tennantite-(Hg)	<https://www.mindat.org/1:1:55250:9>
gcmin:tennantite-zn	Tennantite-(Zn)	<https://www.mindat.org/1:1:53582:1>
gcmin:tenorite	Tenorite	<https://www.mindat.org/1:1:3912:9>
gcmin:tephroite	Tephroite	<https://www.mindat.org/1:1:3913:6>
gcmin:terlinguacreekite	Terlinguacreekite	<https://www.mindat.org/1:1:27470:8>
gcmin:terlinguaite	Terlinguaite	<https://www.mindat.org/1:1:3914:3>
gcmin:ternesite	Ternesite	<https://www.mindat.org/1:1:7330:7>
gcmin:ternovite	Ternovite	<https://www.mindat.org/1:1:7331:4>
gcmin:terranovaite	Terranovaite	<https://www.mindat.org/1:1:7332:1>
gcmin:terrywallaceite	Terrywallaceite	<https://www.mindat.org/1:1:42804:4>
gcmin:terskite	Terskite	<https://www.mindat.org/1:1:3915:0>
gcmin:tertschite	Tertschite	<https://www.mindat.org/1:1:3916:7>
gcmin:teruggite	Teruggite	<https://www.mindat.org/1:1:3917:4>
gcmin:teschemacherite	Teschemacherite	<https://www.mindat.org/1:1:3918:1>
gcmin:tetra-auricupride	Tetra-auricupride	<https://www.mindat.org/1:1:3920:4>
gcmin:tetradymite	Tetradymite	<https://www.mindat.org/1:1:3921:1>
<https://w3id.org/geochem/1.0/mingroup/29337>	Tetradymite Group	<https://www.mindat.org/1:1:29337:8>
gcmin:tetraferriannite	Tetraferriannite	<https://www.mindat.org/1:1:7333:8>
gcmin:tetraferriphlogopite	Tetraferriphlogopite	<https://www.mindat.org/1:1:3922:8>
gcmin:tetraferroplatinum	Tetraferroplatinum	<https://www.mindat.org/1:1:3923:5>
<https://w3id.org/geochem/1.0/mingroup/3924>	Tetrahedrite	<https://www.mindat.org/1:1:3924:2>
<https://w3id.org/geochem/1.0/mingroup/29338>	Tetrahedrite Group	<https://www.mindat.org/1:1:29338:7>
gcmin:tetrahedrite-cd	Tetrahedrite-(Cd)	<https://www.mindat.org/1:1:470685:0>
gcmin:tetrahedrite-cu	Tetrahedrite-(Cu)	<https://www.mindat.org/1:1:470477:1>
gcmin:tetrahedrite-fe	Tetrahedrite-(Fe)	<https://www.mindat.org/1:1:53590:0>
gcmin:tetrahedrite-hg	Tetrahedrite-(Hg)	<https://www.mindat.org/1:1:53861:5>
gcmin:tetrahedrite-mn	Tetrahedrite-(Mn)	<https://www.mindat.org/1:1:55767:4>
gcmin:tetrahedrite-zn	Tetrahedrite-(Zn)	<https://www.mindat.org/1:1:53583:0>
gcmin:tetrarooseveltite	Tetrarooseveltite	<https://www.mindat.org/1:1:3926:6>
gcmin:tetrataenite	Tetrataenite	<https://www.mindat.org/1:1:3927:3>
gcmin:tetrawickmanite	Tetrawickmanite	<https://www.mindat.org/1:1:3928:0>
gcmin:thadeuite	Thadeuite	<https://www.mindat.org/1:1:3929:7>
gcmin:thalcusite	Thalcusite	<https://www.mindat.org/1:1:3930:3>
gcmin:thalfenisite	Thalfenisite	<https://www.mindat.org/1:1:3932:7>
gcmin:thalhammerite	Thalhammerite	<https://www.mindat.org/1:1:52899:1>
gcmin:thalliumpharmacosiderite	Thalliumpharmacosiderite	<https://www.mindat.org/1:1:46085:5>
gcmin:thalenite-y	Thalénite-(Y)	<https://www.mindat.org/1:1:3931:0>
gcmin:thaumasite	Thaumasite	<https://www.mindat.org/1:1:3933:4>
gcmin:theisite	Theisite	<https://www.mindat.org/1:1:3934:1>
gcmin:theoparacelsite	Theoparacelsite	<https://www.mindat.org/1:1:10589:7>
gcmin:theophrastite	Theophrastite	<https://www.mindat.org/1:1:3936:5>
gcmin:thermessaite	Thermessaite	<https://www.mindat.org/1:1:32287:4>
gcmin:thermessaite-nh4	Thermessaite-(NH<sub>4</sub>)	<https://www.mindat.org/1:1:39963:6>
gcmin:thermonatrite	Thermonatrite	<https://www.mindat.org/1:1:3938:9>
<https://w3id.org/geochem/1.0/mingroup/29230>	Thiospinel Group	<https://www.mindat.org/1:1:29230:6>
gcmin:tholins	Tholins	<https://www.mindat.org/1:1:46723:8>
gcmin:thomasclarkite-y	Thomasclarkite-(Y)	<https://www.mindat.org/1:1:7336:9>
gcmin:thometzekite	Thometzekite	<https://www.mindat.org/1:1:3939:6>
gcmin:thomsenolite	Thomsenolite	<https://www.mindat.org/1:1:3940:2>
<https://w3id.org/geochem/1.0/mingroup/28896>	Thomsonite	<https://www.mindat.org/1:1:28896:9>
gcmin:thomsonite-ca	Thomsonite-Ca	<https://www.mindat.org/1:1:3941:9>
gcmin:thomsonite-sr	Thomsonite-Sr	<https://www.mindat.org/1:1:28899:6>
gcmin:thorbastnasite	Thorbastnäsite	<https://www.mindat.org/1:1:3942:6>
gcmin:thoreaulite	Thoreaulite	<https://www.mindat.org/1:1:3943:3>
gcmin:thorianite	Thorianite	<https://www.mindat.org/1:1:3944:0>
gcmin:thorikosite	Thorikosite	<https://www.mindat.org/1:1:3945:7>
gcmin:thorite	Thorite	<https://www.mindat.org/1:1:3946:4>
gcmin:thornasite	Thornasite	<https://www.mindat.org/1:1:3947:1>
gcmin:thorneite	Thorneite	<https://www.mindat.org/1:1:39558:8>
gcmin:thorosteenstrupine	Thorosteenstrupine	<https://www.mindat.org/1:1:3949:5>
gcmin:thortveitite	Thortveitite	<https://www.mindat.org/1:1:3950:1>
<https://w3id.org/geochem/1.0/mingroup/29438>	Thortveitite Group	<https://www.mindat.org/1:1:29438:6>
gcmin:thorutite	Thorutite	<https://www.mindat.org/1:1:3951:8>
gcmin:threadgoldite	Threadgoldite	<https://www.mindat.org/1:1:3952:5>
gcmin:thenardite	Thénardite	<https://www.mindat.org/1:1:3935:8>
gcmin:theresemagnanite	Thérèsemagnanite	<https://www.mindat.org/1:1:3937:2>
gcmin:tiberiobardiite	Tiberiobardiite	<https://www.mindat.org/1:1:51560:5>
gcmin:tiemannite	Tiemannite	<https://www.mindat.org/1:1:3957:0>
gcmin:tienshanite	Tienshanite	<https://www.mindat.org/1:1:3958:7>
gcmin:tiettaite	Tiettaite	<https://www.mindat.org/1:1:3959:4>
gcmin:tikhonenkovite	Tikhonenkovite	<https://www.mindat.org/1:1:3961:7>
gcmin:tilasite	Tilasite	<https://www.mindat.org/1:1:3962:4>
<https://w3id.org/geochem/1.0/mingroup/39494>	Tilasite Group	<https://www.mindat.org/1:1:39494:1>
gcmin:tilkerodeite	Tilkerodeite	<https://www.mindat.org/1:1:54348:6>
gcmin:tilleyite	Tilleyite	<https://www.mindat.org/1:1:3964:8>
gcmin:tillmannsite	Tillmannsite	<https://www.mindat.org/1:1:28901:0>
gcmin:timroseite	Timroseite	<https://www.mindat.org/1:1:39836:3>
gcmin:tin	Tin	<https://www.mindat.org/1:1:3965:5>
gcmin:tinaksite	Tinaksite	<https://www.mindat.org/1:1:3966:2>
gcmin:tincalconite	Tincalconite	<https://www.mindat.org/1:1:3967:9>
gcmin:tinnunculite	Tinnunculite	<https://www.mindat.org/1:1:47018:0>
gcmin:tinsleyite	Tinsleyite	<https://www.mindat.org/1:1:3969:3>
gcmin:tinticite	Tinticite	<https://www.mindat.org/1:1:3970:9>
gcmin:tintinaite	Tintinaite	<https://www.mindat.org/1:1:3971:6>
gcmin:tinzenite	Tinzenite	<https://www.mindat.org/1:1:3972:3>
gcmin:tiptopite	Tiptopite	<https://www.mindat.org/1:1:3973:0>
gcmin:tiragalloite	Tiragalloite	<https://www.mindat.org/1:1:3974:7>
gcmin:tischendorfite	Tischendorfite	<https://www.mindat.org/1:1:11112:6>
gcmin:tisinalite	Tisinalite	<https://www.mindat.org/1:1:3976:1>
gcmin:tissintite	Tissintite	<https://www.mindat.org/1:1:43890:8>
gcmin:titanite	Titanite	<https://www.mindat.org/1:1:3977:8>
<https://w3id.org/geochem/1.0/mingroup/39493>	Titanite Group	<https://www.mindat.org/1:1:39493:2>
gcmin:titanium	Titanium	<https://www.mindat.org/1:1:7339:0>
gcmin:titanoholtite	Titanoholtite	<https://www.mindat.org/1:1:43589:5>
gcmin:titanomaghemite	Titanomaghemite	<https://www.mindat.org/1:1:29152:9>
gcmin:titanowodginite	Titanowodginite	<https://www.mindat.org/1:1:3979:2>
gcmin:titantaramellite	Titantaramellite	<https://www.mindat.org/1:1:3980:8>
gcmin:tivanite	Tivanite	<https://www.mindat.org/1:1:3981:5>
gcmin:tlalocite	Tlalocite	<https://www.mindat.org/1:1:3982:2>
gcmin:tlapallite	Tlapallite	<https://www.mindat.org/1:1:3983:9>
gcmin:tobelite	Tobelite	<https://www.mindat.org/1:1:3984:6>
gcmin:tobermorite	Tobermorite	<https://www.mindat.org/1:1:3985:3>
<https://w3id.org/geochem/1.0/mingroup/39598>	Tobermorite Group	<https://www.mindat.org/1:1:39598:6>
<https://w3id.org/geochem/1.0/mingroup/46953>	Tobermorite Supergroup	<https://www.mindat.org/1:1:46953:7>
gcmin:tochilinite	Tochilinite	<https://www.mindat.org/1:1:3986:0>
gcmin:tocornalite	Tocornalite	<https://www.mindat.org/1:1:3987:7>
gcmin:todorokite	Todorokite	<https://www.mindat.org/1:1:3988:4>
gcmin:tokkoite	Tokkoite	<https://www.mindat.org/1:1:3989:1>
gcmin:tokyoite	Tokyoite	<https://www.mindat.org/1:1:25633:1>
gcmin:tolbachite	Tolbachite	<https://www.mindat.org/1:1:3990:7>
gcmin:tolovkite	Tolovkite	<https://www.mindat.org/1:1:3991:4>
gcmin:tomamaeite	Tomamaeite	<https://www.mindat.org/1:1:54635:9>
gcmin:tomichite	Tomichite	<https://www.mindat.org/1:1:3993:8>
gcmin:tomsquarryite	Tomsquarryite	<https://www.mindat.org/1:1:56116:3>
gcmin:tondiite	Tondiite	<https://www.mindat.org/1:1:45964:6>
gcmin:tongbaite	Tongbaite	<https://www.mindat.org/1:1:3994:5>
gcmin:tooeleite	Tooeleite	<https://www.mindat.org/1:1:3995:2>
gcmin:topaz	Topaz	<https://www.mindat.org/1:1:3996:9>
gcmin:topsoeite	Topsøeite	<https://www.mindat.org/1:1:51561:4>
gcmin:torbernite	Torbernite	<https://www.mindat.org/1:1:3997:6>
gcmin:torreyite	Torreyite	<https://www.mindat.org/1:1:4000:2>
gcmin:torryweiserite	Torryweiserite	<https://www.mindat.org/1:1:55227:1>
gcmin:tosudite	Tosudite	<https://www.mindat.org/1:1:4001:9>
gcmin:toturite	Toturite	<https://www.mindat.org/1:1:39570:0>
gcmin:tounkite	Tounkite	<https://www.mindat.org/1:1:4002:6>
<https://w3id.org/geochem/1.0/mingroup/4003>	Tourmaline	<https://www.mindat.org/1:1:4003:3>
gcmin:townendite	Townendite	<https://www.mindat.org/1:1:39764:7>
