"locality","count"
"la route Couiza-Rennes le Chateau","1"
"La Sal Creek Canyon","1"
"La Sal Mine Big Indian Dist. San Juan Co.","1"
"La Sal Mountains","15"
"La Salle Mine","1"
"La Salvadora Uncia","2"
"La Silletta","1"
"La Sirena Mine","10"
"La Soledad","1"
"La Sorpresa Mine","2"
"La Speranza","1"
"La Taillat Mine","2"
"LA TANTE BAY","2"
"LA TANTE POINT","1"
"La Toma","1"
"La Trinidad Mine","1"
"La Union Mine","1"
"La Verde Mine","4"
"La Villeder","10"
"Laa Yaggili","1"
"Laacher See","8"
"Laager Point","16"
"Laaven","4"
"Lab Mines","6"
"Labait","26"
"LABORIE","1"
"Labu Bili","4"
"Labu Bili [909.05]","3"
"Labukan Lombok","2"
"Lac Bresson Esterelle","3"
"Lac Nicolet Mine","9"
"Lac Pied Des Monts","25"
"Lac Saint Jean","2"
"Lac Tio","1"
"Lace","6"
"Lacey Township","10"
"Lachaux","1"
"LACORNE","1"
"Lacy Mine","1"
"Laderia De Las Vinitae","1"
"Ladron Mtns.","1"
"Lady Mclegon","1"
"Lady Mollie mine","1"
"Lady Slipper","3"
"Lady Sofia Park New","1"
"Lady Sofia Park Old","1"
"Ladyfinger Point","10"
"Ladyward","12"
"Ladywash Mine","1"
"Lafatsch Mine","1"
"Lafayette","1"
"Lafayette Mine","1"
"Laflamme Quarry","1"
"Lafroy North","3"
"Laget","1"
"Lago Azul","4"
"Lago Della Vacca","1"
"Lago di Barrea","9"
"Lago di Cignana","122"
"Lago Escondido","23"
"Lago Figeroa","1"
"Lago Pehoe","2"
"Lago Sarmiento","1"
"Lago Sofia","9"
"Lagoa Grande Dist.","1"
"Laguhvolar (25)","2"
"Laguna de Rio Seco","1"
"Laguna Escondidas de Baltinache","1"
"Laguna Hansen","1"
"Laguna Indian Res.","1"
"Laguna Madre","6"
"Laguna Springs Volcanic Group","4"
"Laguna Springs Volcanic Group?","1"
"Laguna Tebenquiche","1"
"Lagunilla","2"
"Lahtojoki kimberlite pipe (#7)","3"
"Lair Point","3"
"Lairikai valley","1"
"Lairikai Wall","1"
"Laisvall mine area","1"
"Laisvikberget","1"
"Lake Abaya/Arba Minch","4"
"Lake Abaya/Wolita","5"
"Lake Amboseli","2"
"LAKE ANTONIE","1"
"Lake Apoyo Caldera Road","2"
"Lake Argyle","1"
"Lake Aullagaes","1"
"Lake Aullagass","1"
"Lake Baikal","15"
"Lake Boga Quarry","3"
"Lake Bonneville","13"
"Lake Bonney","1"
"Lake BOURGET","3"
"Lake Carinola","1"
"Lake Chad","3"
"Lake Chamo/Arba Minch","4"
"Lake Champlain","1"
"Lake Chelan National Recreation Area","15"
"Lake Chelan, WA","2"
"Lake City Quarry (Reed)","28"
"Lake Clear","11"
"Lake Como","2"
"Lake Cumberland Stone","2"
"Lake Enep","1"
"Lake Erie","1"
"Lake Fork area","1"
"Lake Fork Cabresto Canyon","2"
"Lake Fryxell","1"
"Lake George","2"
"Lake Gnangara","1"
"Lake Gnangara ","1"
"Lake Guernsey","2"
"Lake Hazen","1"
"Lake Ilmen","1"
"Lake Itkul'","1"
"Lake Izabal","2"
"Lake Jaco","16"
"Lake Kaweah","1"
"Lake Keewagama","1"
"Lake Kemba","3"
"Lake Lewis pluton","2"
"Lake Madison core","58"
"Lake Mafura","1"
"Lake Magadi","1"
"Lake Maggiore","1"
"Lake Malawi","4"
"Lake Malibu","1"
"Lake Mead","3"
"Lake Michigan beach ridge","1"
"Lake Monger, 'Site A'","1"
"Lake Monoun","7"
"Lake Morning","4"
"Lake Moultrie","1"
"Lake Mtns.","1"
"Lake Nyos","11"
"Lake Ohrid","60"
"Lake Ohrid, Pestani site","31"
"Lake Onezhskoye","2"
"Lake Pork Chop","1"
"Lake Rotomahana","2"
"Lake Salinda Sec.","9"
"Lake Sebago","1"
"Lake Seidozero","1"
"Lake Shore Mine","1"
"Lake Superior","1"
"Lake Superior Gold Mine","1"
"Lake Surprise","8"
"Lake Tana","22"
"Lake Tchad","1"
"Lake Teata Dam","1"
"Lake Tso Morari-Himalayas","8"
"Lake Uuir","1"
"Lake Valley","7"
"Lake Vanda","7"
"Lake View Consols Mine","2"
"Lake Whillans","4"
"Lake Wilson","1"
"Lal School","1"
"Lalibela","7"
"Lalla Mimouna","1"
"Lallemand Fjord","7"
"Lalonde Property","1"
"Lamar Pit","1"
"Lamb Mine","3"
"Lambafitarhraun","1"
"Lambaskord (114)","10"
"Lambaskord (21)","1"
"Lambaskord (66)","2"
"Lambaskord(67)","1"
"Lambaskord(67) ","1"
"Lambert","1"
"Lambert Quarry","2"
"Lambs","1"
"Lamoille Canyon","3"
"Lampe mine","1"
"Lampertus","1"
"LANCE GUYAC","1"
"Lancester Section","1"
"Landa Bazar","1"
"Landad rd. at Barac","1"
"Landbrotsholae","1"
"Landrail Point","3"
"Landsverk No. 1 Pegmatite","12"
"Landward slope of a small ridge at the westernmost Mariana Trench","5"
"Landward slope of a small ridge at the westernmost Mariana Trench)","6"
"Lane's Hampden Quarry","1"
"Lane #2 Quarry","1"
"Lane #4 Quarry","1"
"Lane Mine","2"
"Lane Quarry","47"
"Lane Sand Pits & Quarry","1"
"Lane Trap Rock & Sand Pits","1"
"Lanesville Section","1"
"Lanfer Mine","1"
"Lang Farm Rd.","16"
"Lang Shaft","1"
"langban","26"
"Langban Mine","3"
"Langeberg","7"
"Langesundsfjord","108"
"Langidalur (78)","1"
"Langklip","18"
"Langley Park","1"
"Langsdale","3"
"Langtanfers Vintschgau","1"
"Langtree Devon","1"
"Lankhills","19"
"Lankhills Road, Winchester, Hampshire","40"
"Lantern Hill","4"
"Lanzada","1"
"Lanzo","8"
"Laouz-ladaout","1"
"Lapaera","2"
"Lapanto Mine","1"
"Lapatia","3"
"Lapaz sediment","2"
"Lapis Occurrence","5"
"Lapoint Mine","1"
"Lappach Pusterthal","2"
"Lapur Range","10"
"Larabees Quarry","1"
"Larderello","1"
"Lares","36"
"Larex Colony","1"
"Larga Mine","1"
"Large clay pit, Ampe","4"
"large gully at S of Seg with large alluvial deposit ""river of scoria"" and many outcropping lava flows","3"
"Lari Adda","1"
"LARIKAI BAY","1"
"Larikai Beach","2"
"LARIKAI POINT","1"
"Larikai River","1"
"Lariu Range","1"
"Larkin's quarry","5"
"Larsen Harbor","3"
"Larson Valley","5"
"Larva Berilo Branco","1"
"Larzeos","1"
"Las Banderas","1"
"Las Banderas brick quarry","1"
"Las Chipas Mine","10"
"Las Chispas Mine","4"
"Las Cuevas","1"
"Las Delicias Mine","1"
"Las Flores","2"
"Las Guigas Mine","1"
"Las Guyas","1"
"Las Herrerias","2"
"Las Marias","1"
"Las Pilares Mine","2"
"Las Vegas Valley","29"
"LaSorciere roadcut","3"
"Lassen Volcanic Center","85"
"Last Chance Claim","1"
"Last Chance Mine","4"
"Last Creek","12"
"Last Hope Mine","1"
"Latham","4"
"Latham Field","1"
"Latif Chowk","1"
"latite of Dry Herd Canyon","5"
"latite of Rock Canyon","27"
"latite of Sunrise Peak","8"
"Latite Ridge Latite","8"
"Latsambola","2"
"Lau Basin","7"
"Lau Extensional Transform Zone","4"
"Lauchenstock","1"
"LauderdaleCounty_TN","10"
"Laughing Water Creek","1"
"Launp? Feldspar Mine","1"
"Laupahoehoe Peninsula","1"
"Laura Bay","9"
"Laurani","2"
"Laurel Hill","9"
"Laurels Preserve","7"
"Laurens #1 core","30"
"Laurentian Mine","2"
"Laurium Mines","51"
"Lauta-marienberg","1"
"Lautaro Mine","1"
"Lautenthal","1"
"Lauterberg","1"
"Lauvrak","2"
"Lava Chuar, N21-65-section1","16"
"Lava flow","1"
"Lava flow exposed in cutting in small scoria crater in Mt Rouse volcanic complex","1"
"lava pond","11"
"Lavender Pit","3"
"Lavorate","4"
"Lavoratore N","3"
"Lavoratore S","8"
"Lavra Da Ilha","15"
"Lavra Do Criminoso","2"
"Lavra Do Manoel Baldoino Junoco Paraiba","1"
"lawrence","1"
"Lax","1"
"Laxey Mine","6"
"Laxskar 1","2"
"Layou bridge","1"
"Layou Park Estate","2"
"Layou quarry","4"
"Layou Village","3"
"Layton Quarry","2"
"Laytonville Quarry","12"
"Lazarivo","1"
"LCA Mine","7"
"LDA Park","1"
"LDS-LAP","3"
"Le Clede Mine","1"
"LE DIAMANT","1"
"LE FRANCOIS","1"
"LE LORAIN","1"
"Le Louroux","5"
"Le Louroux ","209"
"Le Maine Mine","1"
"Le Martray, Giberville","6"
"Le Mine Blue","11"
"Le Mine Rouge","12"
"Le Montcal","1"
"Le Muir","2"
"Le Negra Mine","1"
"Le Plan Du Lac","1"
"Le Plessis-Dorin","6"
"Le Puy","1"
"Le Rozier Mine","1"
"Le Trescol","1"
"LE VAUCLIN","1"
"Lea","1"
"Leacraithnaich, on Strontian grantite","1"
"Lead Mine Brook","1"
"Leadpipe Springs","1"
"Leaia Ledge","1"
"Leatherbury Bros. Quarry","1"
"Leatherwood Creek Quarry","17"
"Leavenworth Section","14"
"Lebong Donok Mine","1"
"Ledgeview Housing Development Norwood","1"
"Ledgewood Condominiums","1"
"Ledi-Geraru","7"
"Leduc Mine","3"
"Lee Creek mine","11"
"Lee Creek Mine","47"
"Leeds, Utah","5"
"Leeward Coast","1"
"Leeward Side","17"
"Leeward trail","1"
"Leeward Trail","2"
"Lefroy North","5"
"Legion","1"
"Leheigh Cement Co.","15"
"Leheigh Port. Cement Co.","1"
"Lehigh mine","2"
"Lehigh Portland Cement Co.  Quarry","2"
"Lehigh Portland Cement Co. Quarry","1"
"Lehigh Zinc Mines","1"
"Leipa","1"
"Leira (84)","1"
"Lelenaa","1"
"Lelle D-102 borehole","2"
"Lemhi Pass","1"
"Lemhi, ID","2"
"Lemmons & Co. Inc.","1"
"Lemonade Springs Spodumene Pit","4"
"LeMorne Mountain","1"
"Lenawee Mountain Trail, Montezuma Quadrangle","1"
"Lengenbach Quarry","79"
"Lennoxtown  Campsies","1"
"Lenox mine","4"
"Lenscheid Mine","1"
"Lenz On The Rhine","1"
"Leoben","1"
"Leominster Filter Plant","1"
"Leon Vieho","1"
"Leonard Mine","12"
"Leopoldshall","1"
"Lerchellini Alp Binnenthal","1"
"Lercheltim Alps Binnenthal","1"
"Lercheltini Alps Binnenthal","1"
"Lereftshofud (100)","1"
"Lereftshofud (101)","1"
"Lereftshofud (53)","1"
"LES ANSES DARLETS","1"
"Les Armentiers","2"
"LES AVOCATS","2"
"Les Bartlets","1"
"Les Baux","1"
"Les Bois Noirs","1"
"Les Chalanches Mine","1"
"Les Challanches","1"
"Les Damps","7"
"les droites","1"
"Les Farges Mine","5"
"LES MAMELLES","3"
"Les Marches","10"
"Les Montmins","2"
"Leshan","1"
"Lesser Antilles","16"
"LESTERRE","3"
"Lesthen","1"
"Leti","6"
"Letseng","1"
"Leucite Hills","74"
"Levant Mine","10"
"Level 3 14","2"
"LEVERA","1"
"LEVERA BAY","1"
"LEVERA HILL","1"
"Leverett Lead Mine","2"
"Lewes","4"
"Lewiston Basin","2"
"Lewschina Gorka","1"
"Lexington","20"
"Lexington Mine","1"
"Lexington Quarry","3"
"Leyden hole #1","2"
"Leyden hole #2","2"
"Leyden hole #3","1"
"Leydsdorp","3"
"Li Pegmatite","1"
"Liaqat Abad","1"
"Libanka Mine","1"
"Libelle","1"
"LIBERTY ESTATE","1"
"Liberty Mine","1"
"libethen hungary (l'ubietova)","1"
"Lichtenberg","1"
"Lichtenfels","1"
"Lick Creek","43"
"Licksum Didriac mine","1"
"Lie Cliff","6"
"Liebre Mountain","9"
"Lienzinger Spitze Hollersbachtal","8"
"Liepers Quarry","1"
"Lieserschlucht Spittal Drau","1"
"Liévanere","1"
"Lifton","1"
"Lignitic sequence in Mush Section","1"
"Lihue Basin","1"
"Likasi Mine","4"
"Lila G. Mine","1"
"Lilian Mine","1"
"Liliana Mine","1"
"Lille Aroy","1"
"Lille Aroya","5"
"Lille Knaben Mine","1"
"Lillianes","2"
"Lillie Robertson Hill","1"
"Lillie Shaft","1"
"Lily","3"
"Lily Mine","1"
"Lima","3"
"Limatambo","8"
"Limberg Quarry #1,baden-wurttemberg","1"
"Limburg","5"
"Lime Creek Mine","2"
"Lime Quarries","1"
"lime quarry north of Pumpkin Creek","4"
"Lime Rock Village","2"
"Limecrest","1"
"Limecrest Quarry","9"
"Limecrest Quarry Limecrest","1"
"Limekiln Bayou tributary","2"
"Limeraro mine","1"
"Limestone Branch","9"
"Limestone Creek","1"
"Limestone Quarry","6"
"Limnionas","6"
"Limon","1"
"Limon, Lomas del Mar, Eastern Sequence","1"
"Limon, Lomas del Mar, Lomas del Mar, Eastern Sequence","10"
"Limon, Lomas del Mar, Western Reef Flank Sequence","5"
"Limonges St. Vrieux","1"
"Limpopo Belt","6"
"Limpopo River Falls","1"
"Linares","1"
"Linares Dist.","1"
"Lincoln Gulch","10"
"Lincoln Hill","5"
"Lincoln Prospect","3"
"Linde 5","1"
"Lindeland","1"
"Lindland Sondeled","1"
"Lindley Branch","2"
"Lindsay #1 Hamersly","1"
"Lindsay #1 Harder","2"
"Lindsay Hill","1"
"Lindvikskollen","28"
"Line Hole Well Field","98"
"Line Pits","1"
"Linebarger Creek","1"
"Lingshan island","36"
"Link Canyon","1"
"Linka Mine","1"
"Linkins Lake","2"
"Linn Grove","1"
"Linneus Terrace","2"
"Linopolis","1"
"Linosa Island","6"
"Linton #28 strip mine","1"
"Linton Quad.","1"
"Linwood mine","5"
"Lion's Rump","2"
"Lipari","2"
"Lipari Islands","4"
"Lipez Huaico","2"
"Liroze- Sannerville","6"
"Lisbon Valley","2"
"Liscombe Mine","1"
"Lisens","4"
"Lisenzer Alpe","7"
"Liskeard","2"
"Litchfield Quarry","1"
"Liter's Quarry","15"
"Liters Rockspring Quarry","8"
"Litosice","1"
"Litosice Near Chvaletice","1"
"Littig Pit","3"
"Little 3 Mine Ramona","1"
"Little Ambergris Cay","101"
"Little Annie Mine","1"
"Little Birch","5"
"Little Brazos River at highway 21","2"
"Little Brown Egg Deposit","2"
"Little Buck Creek","16"
"Little Cat Caye","1"
"Little Cedar Creek","104"
"Little Cedar Creek Field","11"
"Little Cedar Creek Field Field","1"
"Little Clover Creek","3"
"Little Coal Fire Creek","4"
"Little Corn island","3"
"Little Cottonwood Canyon","3"
"Little Daisy Mine","2"
"LITTLE DAVID PT","1"
"Little Dragoon Mtns","1"
"Little Enchanted Pond","2"
"Little Escambia Creek","27"
"Little Flat","1"
"Little Florence Mine","1"
"Little Friar Mtn.","1"
"Little Gem Mine","2"
"Little Hells Creek","16"
"Little Hyland River","1"
"Little Johnnie Mine","2"
"Little Johnny","1"
"Little Lake","2"
"Little May Mine","2"
"Little Mill Creek","5"
"Little Mill Creek Field","1"
"Little Rice","1"
"Little River","7"
"Little River Field","1"
"Little River Lake","2"
"Little Rock","1"
"Little Rock, SW side of Enchanted Rock","4"
"Little Round","5"
"Little Sand Creek","3"
"Little Sandy Creek","64"
"Little Sitkin","24"
"Little Stave Creek","43"
"Little Stave Creek - Chevron sample","21"
"Little Stave Creek 2nd south tributary","6"
"Little Stave Creek main stream","31"
"Little Stave Creek south tributary","10"
"Little Stave Creek tributary","21"
"Little Stella Claim","1"
"Little Sucker","1"
"Little Three Area","1"
"Little Three Mine","15"
"Little Turkey Creek","1"
"Little War Gap","6"
"Little Witchingham","1"
"Littlefield Ledge","1"
"Littlemoor Wood","1"
"Littleville Dam","5"
"Live Oak Mine","2"
"Lively's Find","1"
"Liverpool Mine","2"
"Liverpool Point, Potomac River","23"
"Livezeni","1"
"Livingston Mine","2"
"Livingston Quarry","1"
"Liza - Pio De Gallo Mine","2"
"Lizzie's Basin","17"
"Ljosufjoll","1"
"Llandough","10"
"Llandovery Type Area","4"
"Llanelian","1"
"llanfair nant gwyn","1"
"Llanmadoc, Gower, S Wales","1"
"Llanmaes","16"
"Llano de la Paciencia","1"
"Llano uplift, TX","109"
"Loben","1"
"Lobikis Quarry","1"
"Lobo","11"
"loc","110"
"Loc 5, Rd junc S. of castle","1"
"Loc. 101","1"
"Loc. 121","15"
"Loc. 13","1"
"Loc. 34","6"
"Loc. 35","4"
"Loc. 38","1"
"Loc. 62","1"
"Loc. 63","1"
"Loc. 64","1"
"Loc. 74","1"
"Loc. 75","1"
"Loc. 76","1"
"Loc. 77","2"
"Loc. 78","1"
"Loc. 80","1"
"Loc. 87","1"
"Loc. 88","1"
"Loc. 89","1"
"Loc. 9","1"
"Loc. XI","2"
"locality","26"
"Locality","1"
"Locality #1","1"
"Locality #2","2"
"Locality 1","59"
"Locality 1, Area A","3"
"Locality 10","3"
"Locality 11","8"
"Locality 13","1"
"Locality 14","1"
"Locality 15","2"
"Locality 16","2"
"Locality 17","1"
"Locality 18","1"
"Locality 2","38"
"Locality 2, Area A","1"
"Locality 21","3"
"Locality 22","2"
"Locality 23","1"
"Locality 24","1"
"Locality 25","2"
"Locality 26","5"
"Locality 27","3"
"Locality 28","3"
"Locality 29","2"
"Locality 3","21"
"Locality 30","5"
"Locality 31","2"
"Locality 32","5"
"Locality 4","58"
"Locality 4 of Highlands workshop","1"
"Locality 4; Outcrop 2","23"
"Locality 5","13"
"Locality 6","3"
"Locality 6 Area A","1"
"Locality 7","2"
"Locality 8","4"
"Locality 9","1"
"locality n of silver peak esmerelda co.","2"
"locality of 0901-1","1"
"locality of 0902-2","1"
"locality of 090729-1","1"
"locality of DBAG-115","1"
"locality of DBAG-56A","1"
"locality of DBAG-56B","1"
"locality of DBAG-63","1"
"locality of DBAG-65","1"
"locality of DBAG-71B","1"
"locality of DBAG-72A","1"
"locality of DBAG-73","1"
"locality of DBAG-74","1"
"locality of DBAG-77","1"
"locality of DBD-4","1"
"locality of DBDH-1A","1"
"locality of DBDH-1B","1"
"locality of DBDH-1C","1"
"locality of DBDH-2A","1"
"locality of DBDH-2B","1"
"locality of DBDH-2C","1"
"locality of DBDH-3","1"
"locality of DBDH-4B","1"
"locality of DBDH-5","1"
"locality of DBDH-6","1"
"locality of DBZ-22","1"
"locality of DBZ-31","1"
"locality of DBZ-34","1"
"locality of DBZ-8","1"
"locality of DH-429","1"
"locality of DH-438","1"
"locality of DHA-14","1"
"locality of DHA-19A","1"
"locality of DHA-19B","1"
"locality of DHA-22","1"
"locality of DHA-22B","1"
"locality of DHA-23","1"
"locality of DHA-27","1"
"locality of DHA-28","1"
"locality of DHA-32","1"
"locality of DHA-33","1"
"locality of DHA-35","1"
"locality of DHA-37","1"
"locality of DHA-38","1"
"locality of DHA-42","1"
"locality of DHA-44","1"
"locality of DHA-6B","1"
"locality of DHA-7","1"
"locality of DHA-8A","1"
"locality of DM-102","1"
"locality of HW21","1"
"locality of I2105","1"
"locality of IA1842","1"
"locality of IA1901","1"
"locality of IA1902","1"
"locality of IA1904","1"
"locality of IA1931","1"
"locality of IA2004","1"
"locality of IA2011","1"
"locality of IB1809","1"
"locality of IB1904","1"
"locality of IB1906","1"
"locality of IB1907","1"
"locality of IB2102","1"
"locality of IC-0102","1"
"locality of IC-0103","1"
"locality of IC-0105","2"
"locality of IC-0106","2"
"locality of IC-0107","2"
"locality of IC-0108","2"
"locality of IC-0206","2"
"locality of IC-0212","2"
"locality of IC-0213","2"
"locality of IC-0214","2"
"locality of IC-0215","1"
"locality of IC-0216","2"
"locality of IC-0217","2"
"locality of IC-0218","2"
"locality of IC-0219","2"
"locality of IC-0301","2"
"locality of IC-0302","2"
"locality of IC-0303","2"
"locality of IC-0304","2"
"locality of IC-0305","2"
"locality of IC-0306","2"
"locality of IC-0307","2"
"locality of IC-0308","2"
"locality of IC-0309","2"
"locality of IC-0310","1"
"locality of IC-0311","1"
"locality of IC-0312","2"
"locality of IC-0313","2"
"locality of IC2301","1"
"locality of IC2305","1"
"locality of IC2308","1"
"locality of IC2310","1"
"locality of IC2315","1"
"locality of IC2318","1"
"locality of IC2402","1"
"locality of IC2404","1"
"locality of IC2405","1"
"locality of IC2414","1"
"locality of IC2418","1"
"locality of IC2501","1"
"locality of IC2502","1"
"locality of IC2709","1"
"locality of ID-0111","2"
"locality of ID-0115","1"
"locality of ID-0201","1"
"locality of ID-0205","2"
"locality of ID-0209","2"
"locality of ID-0212","3"
"locality of ID-0305","2"
"locality of ID-0307","2"
"locality of ID-0314","2"
"locality of ID2304","1"
"locality of ID2305","1"
"locality of ID2309","1"
"locality of ID2311","1"
"locality of ID2312","1"
"locality of ID2403","1"
"locality of ID2404","1"
"locality of ID2502","1"
"locality of Kirin Mt. Fuji","1"
"locality of MM-534","1"
"locality of MM-548","1"
"locality of MM-554","1"
"locality of MM-557","1"
"locality of MM-559B","1"
"locality of MM-560","1"
"locality of Nishiki Yamaguchi","1"
"locality of PH381","1"
"locality of PH410","1"
"locality of PH426","1"
"locality of S496-6C","1"
"locality of Suntory Alps","1"
"locality of Suntory Okudaisen","1"
"locality of TG-14","1"
"locality of TG-24B","1"
"locality of TG-27C","1"
"locality of TG-31","1"
"locality of TG-50","1"
"locality of TG-51","1"
"locality of TG-54","1"
"locality of Ts44","1"
"locality unknown","1"
"Location 10","18"
"Location 11","6"
"Location 12","1"
"Location 13","12"
"Location 14","18"
"Location 15","3"
"Location 16","1"
"Location 17","1"
"Location 18","1"
"Location 19","4"
"Location 20","3"
"Location 21","20"
"Location 22","2"
"Location 23","37"
"Location ID: 1; Site: 1; Hole: A","1"
"Location ID: 10; Site: 1; Hole: A","1"
"Location ID: 101; Site: 1; Hole: A","1"
"Location ID: 102; Site: 1; Hole: A","1"
"Location ID: 102; Site: 2; Hole: A","1"
"Location ID: 102; Site: 3; Hole: A","1"
"Location ID: 102; Site: 4; Hole: A","1"
"Location ID: 102; Site: 5; Hole: A","1"
"Location ID: 102; Site: 6; Hole: A","1"
"Location ID: 102; Site: 7; Hole: A","1"
"Location ID: 102; Site: 8; Hole: A","1"
"Location ID: 103; Site: 1; Hole: A","1"
"Location ID: 105; Site: 1; Hole: A","1"
"Location ID: 105; Site: 1; Hole: B","1"
"Location ID: 106; Site: 1; Hole: A","1"
"Location ID: 107; Site: 1; Hole: A","1"
"Location ID: 107; Site: 1; Hole: B","1"
"Location ID: 108; Site: 1; Hole: A","1"
"Location ID: 108; Site: 1; Hole: B","1"
"Location ID: 109; Site: 1; Hole: A","1"
"Location ID: 10M; Site: 1; Hole: A","1"
"Location ID: 11; Site: 1; Hole: A","1"
"Location ID: 110; Site: 1; Hole: A","1"
"Location ID: 111; Site: 1; Hole: A","1"
"Location ID: 111; Site: 2; Hole: A","1"
"Location ID: 111; Site: 3; Hole: A","1"
"Location ID: 111; Site: 5; Hole: A","1"
"Location ID: 111; Site: 6; Hole: A","1"
"Location ID: 111; Site: 7; Hole: A","1"
"Location ID: 111; Site: 8; Hole: A","1"
"Location ID: 111M; Site: 1; Hole: A","1"
"Location ID: 111M; Site: 2; Hole: A","1"
"Location ID: 112; Site: 1; Hole: A","1"
"Location ID: 113; Site: 1; Hole: A","1"
"Location ID: 114; Site: 1; Hole: A","1"
"Location ID: 115; Site: 1; Hole: A","1"
"Location ID: 116; Site: 1; Hole: A","1"
"Location ID: 117; Site: 1; Hole: A","1"
"Location ID: 118; Site: 1; Hole: A","1"
"Location ID: 119; Site: 1; Hole: A","1"
"Location ID: 12; Site: 1; Hole: A","1"
"Location ID: 120; Site: 1; Hole: A","2"
"Location ID: 120; Site: 1; Hole: B","1"
"Location ID: 120; Site: 2; Hole: A","2"
"Location ID: 120; Site: 2; Hole: B","1"
"Location ID: 120; Site: 3; Hole: A","1"
"Location ID: 120; Site: 3; Hole: B","1"
"Location ID: 120; Site: 4; Hole: A","1"
"Location ID: 121; Site: 1; Hole: A","2"
"Location ID: 122; Site: 1; Hole: A","1"
"Location ID: 123; Site: 1; Hole: A","1"
"Location ID: 124; Site: 1; Hole: A","1"
"Location ID: 124; Site: 1; Hole: B","1"
"Location ID: 125; Site: 1; Hole: A","1"
"Location ID: 126; Site: 1; Hole: A","1"
"Location ID: 126; Site: 2; Hole: A","1"
"Location ID: 126; Site: 2; Hole: B","1"
"Location ID: 126; Site: 3; Hole: A","1"
"Location ID: 126; Site: 4; Hole: A","1"
"Location ID: 127; Site: 1; Hole: A","1"
"Location ID: 127; Site: 2; Hole: A","1"
"Location ID: 128; Site: 1; Hole: A","1"
"Location ID: 129; Site: 1; Hole: A","1"
"Location ID: 13; Site: 1; Hole: A","1"
"Location ID: 130; Site: 1; Hole: A","1"
"Location ID: 132; Site: 1; Hole: A","1"
"Location ID: 132; Site: 2; Hole: A","1"
"Location ID: 133; Site: 1; Hole: A","2"
"Location ID: 133; Site: 1; Hole: B","1"
"Location ID: 133; Site: 2; Hole: A","1"
"Location ID: 133; Site: 2; Hole: B","1"
"Location ID: 133; Site: 2; Hole: C","1"
"Location ID: 133; Site: 3; Hole: A","1"
"Location ID: 133; Site: 4; Hole: A","1"
"Location ID: 134; Site: 1; Hole: A","1"
"Location ID: 135; Site: 1; Hole: A","1"
"Location ID: 136; Site: 1; Hole: A","1"
"Location ID: 136; Site: 2; Hole: A","1"
"Location ID: 137; Site: 1; Hole: A","1"
"Location ID: 137; Site: 2; Hole: A","1"
"Location ID: 138; Site: 1; Hole: A","1"
"Location ID: 139; Site: 1; Hole: A","1"
"Location ID: 139; Site: 2; Hole: A","1"
"Location ID: 14; Site: 1; Hole: A","1"
"Location ID: 140; Site: 1; Hole: A","1"
"Location ID: 141; Site: 1; Hole: A","1"
"Location ID: 141; Site: 1; Hole: B","1"
"Location ID: 142; Site: 1; Hole: A","1"
"Location ID: 143; Site: 1; Hole: A","1"
"Location ID: 143; Site: 11; Hole: A","1"
"Location ID: 143; Site: 2; Hole: A","1"
"Location ID: 143; Site: 3; Hole: A","1"
"Location ID: 143; Site: 5; Hole: A","1"
"Location ID: 144; Site: 1; Hole: A","1"
"Location ID: 144; Site: 14; Hole: A","1"
"Location ID: 144; Site: 15; Hole: A","1"
"Location ID: 144; Site: 16; Hole: A","1"
"Location ID: 144; Site: 2; Hole: A","1"
"Location ID: 145; Site: 2; Hole: A","1"
"Location ID: 146; Site: 1; Hole: A","1"
"Location ID: 147; Site: 1; Hole: A","1"
"Location ID: 148; Site: 1; Hole: A","1"
"Location ID: 149; Site: 1; Hole: A","1"
"Location ID: 149; Site: 2; Hole: A","1"
"Location ID: 149; Site: 3; Hole: A","1"
"Location ID: 15; Site: 1; Hole: A","1"
"Location ID: 150; Site: 1; Hole: A","1"
"Location ID: 150; Site: 2; Hole: A","1"
"Location ID: 150; Site: 3; Hole: A","1"
"Location ID: 150M; Site: 1; Hole: A","1"
"Location ID: 150M; Site: 1; Hole: B","1"
"Location ID: 151; Site: 1; Hole: A","1"
"Location ID: 151; Site: 1; Hole: B","2"
"Location ID: 151; Site: 1; Hole: C","1"
"Location ID: 151; Site: 1; Hole: D","1"
"Location ID: 151; Site: 1; Hole: E","1"
"Location ID: 152; Site: 1; Hole: A","1"
"Location ID: 153; Site: 1; Hole: A","2"
"Location ID: 153; Site: 1; Hole: C","2"
"Location ID: 153; Site: 1; Hole: D","1"
"Location ID: 153; Site: 5; Hole: A","2"
"Location ID: 153; Site: 5; Hole: B","1"
"Location ID: 153; Site: 5; Hole: C","1"
"Location ID: 153; Site: 5; Hole: D","1"
"Location ID: 153; Site: 5; Hole: G","1"
"Location ID: 154; Site: 1; Hole: A","1"
"Location ID: 154; Site: 2; Hole: A","1"
"Location ID: 155; Site: 1; Hole: A","1"
"Location ID: 155; Site: 2; Hole: A","1"
"Location ID: 155; Site: 3; Hole: A","1"
"Location ID: 156; Site: 1; Hole: A","1"
